時間,コメント,ラベル,,
10571.328,ナイスゥ,0,,
10574.021,ナイスゥ,0,,
10577.747,ピョーン,0,,
10577.865,シンプル強いw,1,,
10579.325,ナイスゥ,0,,
10579.547,リリム草,0,,
10581.616,おお！,0,,
10587.861,ナイスゥ,0,,
10588.038,ないすー,0,,
10588.482,ナイスゥ,0,,
10588.527,ナイス～,0,,
10588.599,ナイス,0,,
10588.866,ナイスゥ,0,,
10589.47,ナイス〜,0,,
10589.563,ナイス！,0,,
10589.717,ナイス,0,,
10589.794,ないすー！,0,,
10589.83,ナイスゥ！,0,,
10590.277,ないすう,0,,
10590.708,ナイスゥ！,0,,
10591.085,ナイス,0,,
10591.107,ナイスゥ,0,,
10591.157,ナイス,0,,
10591.274,ないすー！,0,,
10591.275,ないす！,0,,
10591.323,ナイスゥ,0,,
10591.372,なーいす,0,,
10591.454,ないす,0,,
10591.467,ナイスゥ！,0,,
10591.638,ナーイス！,0,,
10591.881,ナイス！,0,,
10592.889,ナイスゥ,0,,
10593.18,ナイス,0,,
10593.429,ナイス,0,,
10593.737,ナイス〜！,0,,
10595.242,なんで取れてんだ？？,0,,
10595.633,ナイスゥ！,0,,
10595.757,nナイスゥ！,0,,
10596.442,ナイス！,0,,
10596.811,ナイスゥ！,0,,
10597.283,ナイス,0,,
10597.33,ナイス,0,,
10599.57,ナイスー,0,,
10607.235,ないすw,1,,
10609.095,なんで勝ててんだ笑笑,0,,
10611.139,がんばれｗ,0,,
10612.355,なんで買ってる？,0,,
10622.077,ナイス！,0,,
10626.122,もしかして強い？,0,,
10627.088,ないす,0,,
10629.343,ナイスゥ！,0,,
10630.453,ないすぅ！,0,,
10631.124,ナイス！,0,,
10631.811,フィジカルやん,0,,
10631.934,うっま,0,,
10632.119,ナイスゥ,0,,
10632.466,とりあえず自己回復あるのがいいな,0,,
10632.604,ナイス,0,,
10633.089,ないす,0,,
10633.368,ナイス,0,,
10634.675,ナイス！,0,,
10636.126,これ守りがどうなるやろかw,1,,
10637.913,ナイス！,0,,
10658.689,撃ち合い強草,0,,
10664.554,雰囲気が大事ってよくわかるな,0,,
10671.774,デュエ3やから攻めは強いけどなぁ,0,,
10679.235,悲鳴がｗｗ,0,,
10689.303,おおw,1,,
10689.612,ww,1,,
10689.796,ナイスゥ！,0,,
10689.866,ないすｗ,0,,
10690.599,悲鳴ｗ,0,,
10690.649,おおw,1,,
10690.744,うおおおおおお,0,,
10691.488,綺麗な悲鳴だったw,1,,
10691.841,ナイスゥ,0,,
10691.813,おおおおおおお,0,,
10691.962,うおおおおおおおお,0,,
10692.099,おお！？,0,,
10693.444,ないすー！！,0,,
10693.551,ナイスゥ！,0,,
10693.583,おお,0,,
10693.958,おおお,0,,
10694.588,ナイス,0,,
10694.882,おおお！,0,,
10695.17,なーいすー！,0,,
10695.371,ないすw,1,,
10695.576,ナイスゥ！,0,,
10695.606,ナイス！,0,,
10695.802,おおおおおおおないす！！,0,,
10695.813,ナイスゥ,0,,
10695.913,おお,0,,
10696.01,うおおおおおおおお,0,,
10696.043,ナイス！！,0,,
10696.119,おおお,0,,
10696.178,ナイスゥ！,0,,
10696.283,ないす！,0,,
10696.273,ナイスゥ！,0,,
10696.277,おお！,0,,
10696.288,ナイスゥ！！！,0,,
10696.347,うおおおおおおおお,0,,
10696.36,ナイス,0,,
10696.393,うおおおおおおおおおお,0,,
10696.529,ないす！,0,,
10696.689,おお,0,,
10696.711,ナイスゥ！,0,,
10696.679,ナイスすぎｗｗ,0,,
10696.753,ナイス！,0,,
10696.834,ナイス！！,0,,
10696.852,おおｗ,0,,
10696.882,うおおおおおおお,0,,
10696.908,ないすうううう,0,,
10696.92,ナイス！,0,,
10697.044,すごーいっ！！,0,,
10697.05,ないす！！！,0,,
10697.084,うああああ,0,,
10697.089,おおおおお,0,,
10697.165,ナイス～,0,,
10697.446,ないす！！！！！,0,,
10698.917,うおおおおおおおお,0,,
10699.259,あぶねぇ！,0,,
10699.282,ナイス！,0,,
10699.631,ナイスゥ！,0,,
10699.994,ないすぅ,0,,
10700.37,ないすー！？,0,,
10700.998,ナイス！,0,,
10701.007,それはおもろい,0,,
10701.247,うおおおお！,0,,
10701.391,すご,0,,
10701.442,that was clutch,1,,
10701.751,ナイスゥ！,0,,
10702.459,ナイスフェニックス！,0,,
10702.479,ナイスゥ！,0,,
10702.655,うおおおおおお,0,,
10703.007,ナイス,0,,
10704.584,ナイスゥ！,0,,
10704.984,ナイス！,0,,
10705.242,おお,0,,
10705.347,ナイスううう,0,,
10705.578,ナイスゥ！,0,,
10706.996,ナイス,0,,
10707.835,死後強まる念キタコレ！！！,0,,
10709.33,フェニックスうまｗｗ,0,,
10709.529,噛み合うじゃんｗ,0,,
10710.542,置き土産でか,0,,
10710.866,おしゃれだ！！！,0,,
10711.018,置き土産,0,,
10711.896,死してなお、、、！,0,,
10711.895,ナイス,0,,
10711.908,今のすげぇ,0,,
10711.981,すご,0,,
10712.208,がんばれｗ,0,,
10712.346,ナイス！,0,,
10715.043,かっけえなあ,0,,
10715.222,まじ！？,0,,
10715.368,ZETAみたいだなｗ,0,,
10715.53,もみあげって聞こえた,0,,
10715.778,めっちゃうま～！,0,,
10717.875,フェニ専の方ですか？,0,,
10719.724,10ー2？,0,,
10721.109,ブラパの練習おもろw,1,,
10723.377,一生練習するやんブラパｗ,0,,
10723.605,フェニ刺さってね？w,1,,
10726.419,おもろww,1,,
10727.191,フェニックスさんじゃん,0,,
10727.356,ナイス置き土産,0,,
10729.496,残りも楽しんで！お先に,0,,
10732.037,ナイス置きグソ,0,,
10732.648,10/2/1でぶっ壊してね？ww,1,,
10732.81,毎回ラウンド始まる前にブラパの落としてんのおもろいww,1,,
10734.421,毎ラウンドブラパ練習してるw,1,,
10737.453,いいむ走ってくる,0,,
10740.598,飛び方教えてるのおもろいw,1,,
10741.684,使えてるの凄い,0,,
10754.555,i feel like i can hear naraka malding on the other side,0,,
10766.167,ひばｗｗ,0,,
10770.719,草,1,,
10771.351,草,1,,
10771.815,悲鳴w,1,,
10773.116,草,1,,
10773.266,悲鳴草,1,,
10773.368,草,1,,
10773.834,草,1,,
10773.898,たすけてｗｗ,1,,
10775.781,草,1,,
10776.055,草,1,,
10776.056,ひばw,1,,
10776.359,ナイスゥｗ,1,,
10776.573,たすけてーーがおもろいw,1,,
10776.651,草,1,,
10777.043,ないす,1,,
10777.252,悲鳴っw,1,,
10777.439,ナイスゥ！,1,,
10778.349,ナイス！,1,,
10778.59,ひば落ち着けw,1,,
10778.59,ヒバw,1,,
10778.806,草,1,,
10778.982,ひばしぬ,1,,
10779.63,ナイス！！,1,,
10779.698,草,1,,
10779.855,ナイスゥ,1,,
10779.964,悲鳴がw,1,,
10779.983,ナイスゥ,1,,
10780.039,うまい,1,,
10780.421,ナイスゥ,1,,
10780.636,草,1,,
10780.797,ないす,1,,
10780.811,ナイス,1,,
10780.844,ナイス〜,1,,
10781.057,ナイスゥ,1,,
10781.5,ないす！,1,,
10781.686,ナイスゥ,1,,
10782.134,うっま！,1,,
10782.433,かわいいな,1,,
10782.435,ナイス,1,,
10782.534,ないす！,1,,
10782.693,ナイス,1,,
10782.75,ないす,1,,
10783.206,ナイスゥ,1,,
10783.807,ナイス,1,,
10783.868,ナイスゥw,1,,
10784.406,たらいくん痛覚リンクしてるw,1,,
10785.757,ないす,1,,
10785.831,草,1,,
10786.586,ああああ,1,,
10786.666,草,1,,
10786.824,ないすーw,1,,
10787.598,悲鳴ｗ,1,,
10787.866,ww,1,,
10788.329,草,1,,
10788.554,草,1,,
10789.525,ナイスゥ！,1,,
10789.74,なぁいす～！うまいねぇ！,1,,
10789.754,ナイスゥw,1,,
10789.89,良い位置,1,,
10791.267,草,1,,
10791.362,ナイスゥ,1,,
10792.348,草,1,,
10792.329,ナイス！,1,,
10792.475,うめぇ,1,,
10792.76,草,1,,
10792.817,草,1,,
10793.727,ww,1,,
10793.699,エビオカーナビ,1,,
10794.26,ないす！,1,,
10794.687,草,1,,
10794.754,草,1,,
10795.116,草,1,,
10795.679,草,1,,
10797.509,草,1,,
10797.622,その先w,1,,
10797.803,がんばれｗ,1,,
10799.158,ナイス！,1,,
10799.894,草,1,,
10800.498,観光地の看板みたいなｗｗ,1,,
10802.611,草,1,,
10807.894,カーナビみたいなのやめろw,1,,
10809.034,カーナビいたな,1,,
10811.848,その先その先！,1,,
10812.4,ひば可愛ええな,1,,
10815.56,その先右です,1,,
10816.72,その先を右です,1,,
10821.647,攻めスタートなの噛み合ってるな,1,,
10832.335,葛葉のだるまさん助けてを思い出したw,1,,
10842.877,あｗ,0,,
10843.952,まぶちw,1,,
10845.99,ないす,0,,
10846.552,ナイスゥ,0,,
10846.918,ナイス,0,,
10848.469,ナイスゥ！,0,,
10848.62,あぶね,0,,
10849.526,ナイス,0,,
10849.718,なぁいす！,0,,
10849.708,ナイス,0,,
10850.375,まぶし,0,,
10851.006,ナイスゥ,0,,
10851.083,うまい,0,,
10851.268,ナイスゥ,0,,
10851.615,ナイスゥ,0,,
10851.87,ないす,0,,
10852.083,ないすー！,0,,
10852.978,ナイス,0,,
10853.519,ナイス追い,0,,
10853.863,ナイス！,0,,
10855.965,ナイス,0,,
10856.416,ないす！,0,,
10858.297,ナイス！,0,,
10860.192,フェ二いいなぁ,0,,
10862.232,ナイス,0,,
10862.265,ww,1,,
10863.078,りりむｗ,0,,
10863.981,ｗｗ,0,,
10864.563,なんでこれ勝ってんのｗ,0,,
10865.255,フェニックス上手くね？w,1,,
10865.7,うっま,0,,
10870.595,うま,0,,
10871.709,うっま,0,,
10876.93,りりむだけ名前呼びなのいいな,0,,
10879.413,砂場のりりむ,0,,
10880.543,ヘッショラインきれいや,0,,
10890.593,うま,0,,
10890.868,うま,0,,
10891.383,うまい,0,,
10891.594,ナイス,0,,
10895.905,色々使えるのすげえな,0,,
10896.023,ナイスゥ,0,,
10897.038,うまい,0,,
10897.578,ナイスゥ,0,,
10897.918,うまそれ,0,,
10898.723,ナイス,0,,
10898.957,ナイス,0,,
10900.146,ナイス,0,,
10900.247,ないすー！,0,,
10900.281,ナイス～,0,,
10900.422,ナイスゥ,0,,
10900.898,なーいすー！,0,,
10901.011,ナイスゥ,0,,
10901.179,ないす,0,,
10901.192,なーいす,0,,
10901.462,ないす！,0,,
10901.508,ないす！,0,,
10901.836,ないす,0,,
10901.889,うまー！！,0,11340,
10902.259,ナイスー,0,,
10902.29,ナイス,0,,
10902.357,ナイス！,0,,
10902.375,ナイス！,0,,
10902.412,いいねぇ,0,,
10902.418,ないすぅ,0,,
10902.64,ナイス！,0,,
10902.703,ナイスゥ,0,,
10902.737,うまァ,0,,
10903.37,ナーイス！,0,,
10903.47,ナイスゥ！,0,,
10903.515,ナイス,0,,
10903.518,ナイス！,0,,
10903.537,いいね！,0,,
10903.54,ナイスゥ,0,,
10904.428,ナイスゥ,0,,
10904.97,うまーい！,0,,
10905.053,ないすー！,0,,
10905.512,ナイス,0,,
10906.914,ないすうううう,0,,
10907.704,ナイスゥ！,0,,
10908.113,ナイス,0,,
10908.532,いいね,0,,
10909.534,ナイス,0,,
10910.692,うまあい,0,,
10911.131,ナイス,0,,
10911.892,ナイス！,0,,
10914.015,なーいす！,0,,
10914.4,なんで勝ててんねんが,0,,
10915.048,いいね,0,,
10915.085,ナイスゥ！,0,,
10915.225,うまいねぇ,0,,
10919.627,きえもらぁ～,0,,
10919.71,これどう守るんだ……？,0,,
10921.976,何回ウルト溜まるん？,0,,
10922.272,うると上がったw,1,,
10922.602,パーティが始まってしまう,0,,
10922.949,ナイスゥ,0,,
10923.365,ししさんのオーバーピークえらいな,0,,
10925.258,草,1,,
10927.6,草,1,,
10927.767,ふわっちw,1,,
10927.808,パック無くなったがw,1,,
10928.247,初手ブラパねw,1,,
10931.683,ガチfpだからクソおもろい,0,,
10932.647,草,1,,
10933.1,練習しすぎて本番ないw,1,,
10934.506,ブラストパック勿体ないw,1,,
10934.677,ふわっちのパーティタイム,0,,
10935.004,もうウルト3回目かw,1,,
10935.088,練習会草,0,,
10935.356,使ってんだよなw,1,,
10935.396,ふわっちw,1,,
10935.465,草,1,,
10935.841,ピック広がるな,0,,
10937.285,これで勝ててるのおもろいw,1,,
10937.929,ウルトやばw,1,,
10939.097,ガチ初心者レイズ,0,,
10941.4,守りは全員オペか,0,,
10943.511,勉強熱心だ,0,,
10943.877,なぁいす！,0,,
10945.15,ナイス,0,,
10945.443,ナイス,0,,
10945.779,ナイス！,0,,
10946.209,ナイスゥ,0,,
10946.458,ナイスゥ,0,,
10946.627,ナイスゥ,0,,
10948.111,バイラウンドでブラパ無くなるのマジで草,0,,
10951.629,つよ,0,,
10951.676,ナイスゥ！,0,,
10958.794,まじでフェニ強いｗ,0,,
10960.754,ナイスすぎる,0,,
10966.678,うま,0,,
10970.123,ナイスゥ,0,,
10971.426,いいね,0,,
10971.425,ナイスゥ,0,,
10971.69,ナイスゥ,0,,
10972.445,ナイスゥ！,0,,
10973.046,ナイス,0,,
10973.554,ないすー,0,,
10974.058,ナイス！,0,,
10974.258,ナイスゥ！,0,,
10974.277,ナイスゥ,0,,
10974.439,ナイス！,0,,
10974.619,ナイス！,0,,
10974.72,ナイスゥ！,0,,
10974.966,ないす,0,,
10975.014,ナイスゥ！,0,,
10975.524,ナイス,0,,
10975.833,ナイスゥ,0,,
10975.879,ないすー,0,,
10976.057,ナイス,0,,
10976.345,ナイス,0,,
10976.497,ナイス！,0,,
10977.414,ナイス,0,,
10977.752,つえぇ,0,,
10978.432,ないす！,0,,
10978.625,みんな上手くね,0,,
10978.69,ナイスー！,0,,
10979.111,うっま,0,,
10979.146,ないす！,0,,
10979.261,ないす,0,,
10979.338,フェニうまいねぇ！,0,,
10979.524,ないすー！,0,,
10979.584,ナイスゥ,0,,
10979.831,ナイスゥ！,0,,
10979.929,フェニックスうまくね？ｗ,0,,
10980.41,ないす！,0,,
10980.634,あれつよくね？,0,,
10981.102,ナイス,0,,
10981.936,ナイス！,0,,
10982.81,すまんこれで勝つのやめてくれw,1,,
10983.391,フェニックスつよ,0,,
10983.535,ないす！,0,,
10983.892,強くね？,0,,
10983.958,きたwwっw,1,,
10985.261,すまん草,0,,
10985.72,ウルトきたぁ！,0,,
10985.894,え、フェニうまくね？,0,,
10987.604,ナイスなんだよねぇ～！,0,,
10987.622,つよ,0,,
10988.053,フェニ上手いの何！？！？,0,,
10988.117,強すぎw,1,,
10989.47,ないすなんだよね,0,,
10990.509,がんばれｗ,0,,
10991.068,出が早くてスキルピークなくてつええ,0,,
10995.173,パーティータイムいくぞ,0,,
10995.457,フェニめちゃくちゃ刺さってるな,0,,
10995.602,飛ぶぞふわっち！！！,0,,
10996.267,フェニなんでもできる！,0,,
10998.019,ひばほんとに強いな,0,,
11002.701,魅せてくれ,0,,
11007.493,普通にフェニのスキル使うの上手い,0,,
11009.106,トリッキーな動きしてくれ,0,,
11013.275,ふわっち飛んで！,0,,
11015.147,この編成で勝ててるのほんとおもろすぎ,0,,
11016.791,ｗｗ,0,,
11017.683,撮れ高作ろうとするやんw,1,,
11020.834,w,1,,
11022.494,ｗｗ,0,,
11023.593,トコトコw,1,,
11023.626,ww,1,,
11024.145,草,1,,
11024.957,ww,1,,
11025.443,赤ちゃんｗ,0,,
11026.628,バーン助かる,0,,
11027.202,おお,0,,
11028.121,うわあああｗ,0,,
11029.219,w,1,,
11029.623,うおおおおおおおおおおおお,0,,
11029.874,おお！,0,,
11030.73,おおおおおおお,0,,
11031.138,うあ,0,,
11031.303,おお,0,,
11031.363,おお！,0,,
11031.452,おおおおお,0,,
11031.582,おおおおおお,0,,
11031.714,おおお,0,,
11031.87,草,1,,
11031.931,おおおお,0,,
11031.965,おおおおおお,0,,
11032.002,ナイス！ｗ,0,,
11032.028,うおおおおおお,0,,
11032.144,ナイスゥ！,0,,
11032.488,うおおおおおおおおおお,0,,
11032.629,おおおおお！,0,,
11032.773,おぉー！！,0,,
11032.854,パーン！,0,,
11032.979,ナイス！,0,,
11033.27,おぉ！,0,,
11033.282,うおおおおおおお,0,,
11033.371,おおお,0,,
11033.459,おおお！,0,,
11033.473,ないす！ｗ,0,,
11033.484,おおお,0,,
11033.647,おお,0,,
11033.762,うおおおおおお,0,,
11033.938,ナイスゥ！,0,,
11034.76,ふわっちナイスゥ！！！,0,,
11035.526,おおおお,0,,
11036.122,とことこｗ,0,,
11036.111,nasty,0,,
11036.322,ばーん！どーん！,0,,
11037.127,おお,0,,
11037.544,草,1,,
11038.485,うおおおお,0,,
11038.871,ナイス,0,,
11039.269,おおお,0,,
11039.369,おおおおおおお,0,,
11039.466,うま,0,,
11039.576,うおおおお！刺さった！,0,,
11039.756,ないす！,0,,
11040.889,ばーーーーーーん,0,,
11041.486,くそ楽しそうで草,0,,
11042.304,おお！,0,,
11042.916,ナイスゥ,0,,
11044.213,普通に強いかもです,0,,
11044.56,ナイス！！,0,,
11045.21,おおお,0,,
11045.448,うおおおお,0,,
11045.62,うおおおおおおww,1,,
11045.787,なんで勝ててるｗ,0,,
11046.356,フェニは最近普通にいいキャラ,0,,
11047.681,ナイスゥ,0,,
11050.941,ナイスゥ！,0,,
11051.219,ホントに上手いｗｗ,0,,
11051.549,こっちのバーンは正解か,0,,
11051.943,ばーーーーん！！！！,0,,
11052.124,ナイスゥ,0,,
11053.088,いいねーーー！,0,,
11053.855,ナイスゥ,0,,
11054.353,ふわっちのバーンきた,0,,
11054.672,狙い目がいいw,1,,
11055.837,いいね！,0,,
11056.112,ナイス,0,,
11056.678,ナイスゥ,0,,
11057.358,いい感じすぎるw,1,,
11058.603,ナイスゥ！,0,,
11059.821,ワンピッカーたかし居たね,0,,
11059.982,ナイスー,0,,
11060.056,つよいｗｗ,0,,
11060.238,ナイス！！,0,,
11060.679,うおおおおおおお,0,,
11060.746,ないす,0,,
11060.761,ナイス,0,,
11060.839,ナイスゥ,0,,
11060.953,ないすー！,0,,
11061.021,ナイス！,0,,
11061.186,これピックプール広がったか,0,,
11061.388,なんで勝てるw,1,,
11061.578,ナイス！,0,,
11061.858,ナイスゥ,0,,
11061.856,ないすー,0,,
11062.474,ナイス！,0,,
11062.63,とことこ,0,,
11062.737,ナイス〜！,0,,
11062.818,ナイス,0,,
11063.079,ないすう！！,0,,
11063.476,ナイスー！,0,,
11065.204,この構成で勝てるんか,0,,
11066.66,ナイス〜〜,0,,
11067.289,ボコボコだなぁw,1,,
11067.698,ないすー!,0,,
11068.81,ランダムピックでも勝てちまうのかw,1,,
11069.52,第2のチェンさん,0,,
11069.573,レイズ練習してみてほしいなふわっちｗ,0,,
11069.621,nethさんの動画見るかレイズ,0,,
11069.743,ばーーーんw,1,,
11069.913,赤ちゃん泣かせの葛葉,0,,
11071.583,草,1,,
11074.887,大砲かかえてトコトコ歩いてるのまじで草,0,,
11075.007,草,1,,
11075.073,ｗ,0,,
11075.523,草,1,,
11076.158,草,1,,
11076.819,がんばれｗ,0,,
11076.89,草,1,,
11077.19,草,1,,
11077.67,草,1,,
11077.761,ほんまよ,0,,
11077.967,草,1,,
11079.21,草,1,,
11079.353,葛葉も適性あるぞ,0,,
11080.581,草,1,,
11081.274,草,1,,
11081.405,代名詞だから,0,,
11082.756,草,1,,
11083.009,w,1,,
11083.219,異端すぎるｗ,0,,
11084,勝つのかもしらん,0,,
11084.468,ジャッジチェンバーまじでやばw,1,,
11084.94,ほんとだよｗ,0,,
11085.383,チェンバーがエビオ適正あるの草,0,,
11085.449,エビオ色々強すぎるな,0,,
11085.629,勝っちゃうな,0,,
11085.638,チェンのジャッジほんとおもろい,0,,
11085.792,ジャッジなんだよねえｗ,0,,
11086.583,うまいのにキモいっていう,0,,
11086.942,勝つか,0,,
11088.488,ww,1,,
11088.661,葛葉フェニエグいww,1,,
11089.355,葛葉のフェニもいい,0,,
11089.646,チェンバーもキモいしエビオもキモいから強い,0,,
11090.242,んww,1,,
11090.24,まぁ攻めだし,0,,
11090.939,あるあるｗ,0,,
11092.477,勝つの草,0,,
11092.632,あるある,0,,
11093.791,気まずw,1,,
11094.501,あるね〜ww,1,,
11094.703,勝つ編成じゃないのになw,1,,
11096.415,てかフェニつえぇな,0,,
11096.648,ふわっちレイズ似合う,0,,
11097.788,ww,1,,
11099.353,強いねえ,0,,
11102.469,特にフラクチャーはある,0,,
11103.867,相手1人泣いてんだぞw,1,,
11105.498,フラクチャーデュエ強いから・・・,0,,
11109.873,フラッシュの出し方かっこいいよな,0,,
11112.352,守りは怖いけどねw,1,,
11112.971,守りがきついんちゃうかな？,0,,
11115.599,わあw,1,,
11115.883,草,1,,
11116.456,どまｗ,0,,
11117.435,これで勝ってるのはなんでよww,1,,
11117.857,あ,0,,
11118.268,あら,0,,
11118.858,草,1,,
11119.123,どまｗ,0,,
11119.137,わぁぁぁ,0,,
11119.22,ｗ,0,,
11119.895,しんでんだよね,0,,
11120.294,草,1,,
11120.504,w,1,,
11121.849,わろた,0,,
11121.919,一見死にそうだった,0,,
11122.176,どまｗｗ,0,,
11122.566,あ,0,,
11123.048,レディアント帯でもたまに５デュエで１３－２とか普通に起きるらしい・・,0,,
11123.278,バッキーつっよｗ,0,,
11123.856,ww,1,,
11123.972,やっちゃったy,0,,
11124.23,え？,0,,
11124.763,草,1,,
11124.886,近かったw,1,,
11125.394,危うく死ぬとこだったか,0,,
11125.846,フェニの使い方もエイムも上手いんよ,0,,
11126.282,なんか..,0,,
11126.928,草,1,,
11127.022,草,1,,
11127.31,草,1,,
11127.618,草,1,,
11127.919,草,1,,
11127.909,死ぬかと思ったよな,0,,
11128.714,nt,0,,
11129.306,草,1,,
11129.325,見ちゃった,0,,
11129.563,おじいちゃんw,1,,
11129.758,草,1,,
11129.859,草,1,,
11130.727,なんかいるw,1,,
11131.422,ひばww,1,,
11131.888,ww,1,,
11132.989,草,1,,
11133.017,草,1,,
11133.153,草,1,,
11133.831,草,1,,
11134.296,草,1,,
11134.511,w,1,,
11134.533,草,1,,
11134.592,ww,1,,
11134.913,神エイムでた,0,,
11134.971,草,1,,
11135.188,紙エイム,0,,
11135.167,沼エイムw,1,,
11135.297,ひばw,1,,
11137.401,草,1,,
11137.644,神エイムきた,0,,
11137.664,草,1,,
11137.9,草,1,,
11138.94,輪郭ｗ,0,,
11139.731,みないでｗｗ,0,,
11139.962,ひばｗ,0,,
11140.896,神エイムきた,0,,
11141.98,草,1,,
11144.064,草,1,,
11144.799,100歳でてない？,0,,
11145.5,ひばw,1,,
11145.833,見ちゃったｗ,0,,
11146.933,有言実行,0,,
11147.136,たかし！る,0,,
11148.92,ほんとじゃんw,1,,
11149.501,おおお,0,,
11151.333,おお！,0,,
11151.929,おおおおお,0,,
11155.493,Lazか？,0,,
11157.026,おお,0,,
11157.279,いいね,0,,
11157.794,おおおお,0,,
11157.879,ひば後輩力たっか,0,,
11161.086,嘘でしょ！る,0,,
11161.262,ナイスゥ,0,,
11161.354,うおおお,0,,
11162.4,うっま,0,,
11162.586,うま！！,0,,
11165.581,ぷわあああ,0,,
11168.527,ナイスゥ,0,,
11169.107,うおおお,0,,
11169.408,みんな上手い,0,,
11173.276,谷間,0,,
11177.374,双丘のモク,0,,
11177.731,おっぺぇモクやw,1,,
11178.785,なんで勝ってる？,0,,
11181.165,ｗｗ,0,,
11184.497,おおおおお,0,,
11184.845,ww,1,,
11184.986,おお,0,,
11187.293,いいね～,0,,
11187.542,エビオいろんな武器使えてすごい,0,,
11187.786,うおおおおおお,0,,
11187.902,ナイスゥ！,0,,
11188.557,ナイスゥ！,0,,
11188.699,ナイス,0,,
11188.944,勝って草,0,,
11189.408,うめえええ,0,,
11189.466,ナイスゥ,0,,
11189.471,ないすう,0,,
11189.813,ナイス！,0,,
11189.975,ナイスゥ,0,,
11190.08,ないす！,0,,
11190.242,ないすう！！！！,0,,
11190.537,ナイス！,0,,
11190.99,ナイスゥ！,0,,
11191.468,うぇーーい,0,,
11191.514,ないす,0,,
11191.55,うおおおおお,0,,
11191.67,ナイスゥ,0,,
11191.855,なんで強いｗｗ,0,,
11191.924,ナイス,0,,
11192.093,つよい,0,,
11192.591,ナイス〜！,0,,
11192.838,ないすー！,0,,
11193.345,ナイスゥ！,0,,
11193.567,ないすう,0,,
11193.86,おおおお,0,,
11193.881,それ勝てるんかいww,1,,
11194.497,ナイス〜,0,,
11195.63,チーム強えw,1,,
11196.241,なんで勝てるんだ？w,1,,
11196.345,ナイスー！,0,,
11196.558,なんで勝ってんだ？w,1,,
11196.562,ナイス,0,,
11196.757,ナイス,0,,
11196.847,めっちゃ勝ってて草,0,,
11196.873,ナイスゥ！,0,,
11197.265,ナイスゥ,0,,
11197.89,普通にうめぇ,0,,
11198.651,ナイス,0,,
11199.305,強くね？w,1,,
11199.419,ナイスゥ！,0,,
11199.559,ナイス,0,,
11200.337,つよくね？,0,,
11200.647,ええんか？これ,0,,
11201.279,普通に良いな,0,,
11201.346,ないす,0,,
11201.569,チェンバー上手くて草,0,,
11203.528,なんで勝てるw,1,,
11204.86,なんでみんな上手い？？,0,,
11206.723,なんで勝ってる？,0,,
11207.617,つよくね？,0,,
11207.7,何でこんなに圧勝してるの？w,1,,
11208.106,みんな強いw,1,,
11208.504,なんで勝ててるんだ？,0,,
11209.223,ないす！,0,,
11210.232,なんでこんな強いんや笑,0,,
11210.645,ww,1,,
11212.933,3対5返しちゃった,0,,
11215.129,ふわっちが強くなってしまう,0,,
11215.558,3デュエ勝つの一旦まずいか,0,,
11216.946,練習組しかいねえ,0,,
11217.021,ふわっちw,1,,
11217.051,勉強してるなぁｗｗ,0,,
11217.065,ぐろいｗ,0,,
11217.518,がんばれｗ,0,,
11219.089,なんか変な適性と刺さり方してね？,0,,
11221.133,学習会,0,,
11223.406,なんで勝ってるんww,1,,
11223.518,勝ってんのほんと草,0,,
11228.737,みんなのピックプール広がったな,0,,
11229.726,守りがどうなるかやなｗ,0,,
11229.972,ジャッジｗ,0,,
11230.187,ww,1,,
11230.228,ランダムピックで新たな適正見出だしてるの草,0,,
11230.55,実際フェニ効いてる,0,,
11230.798,これなんで勝てる？,0,,
11233.401,さっきよりも押してるまである,0,,
11235.627,きえもら♪,0,,
11236.558,わあw,1,,
11238.666,草,1,,
11239.713,草,1,,
11240.365,草,1,,
11241.208,ｗ,0,,
11241.373,いたたた,0,,
11241.39,w,1,,
11241.776,草,1,,
11241.937,草,1,,
11242.271,草,1,,
11243.911,草,1,,
11244.103,ww,1,,
11244.266,草,1,,
11244.351,草,1,,
11244.435,草,1,,
11244.642,ｗｗ,0,,
11245.223,草,1,,
11245.194,草,1,,
11245.231,あw,1,,
11245.27,草,1,,
11245.509,草,1,,
11246.61,草,1,,
11247.481,草,1,,
11248.491,どまw,1,,
11248.782,草,1,,
11249.554,ビビビビビw,1,,
11249.589,草,1,,
11249.693,足速すぎだろw,1,,
11250.755,草,1,,
11251.464,いつもりりむｗ,0,,
11251.91,草,1,,
11252.123,りりむ絶対わらってそうｗｗ,0,,
11253.412,ナイス！ｗ,0,,
11253.534,焼き殺されたw,1,,
11255.83,りりむちゃんw,1,,
11258.521,いいむちゃんほんとネオン上手ｗ,0,,
11258.822,ぴしししししししししし,0,,
11263.002,えぺだ,0,,
11264.982,りりむ強いんよなww,1,,
11269.285,りりむは足が速い,0,,
11276.064,あれまじでむずい,0,,
11285.599,隠れたくなっちゃったw,1,,
11287.508,ｗ,0,,
11288.795,悲鳴がｗｗ,0,,
11289.715,いっぱいいたｗ,0,,
11292.49,絶叫ww,1,,
11292.532,そこの設置だとロングから見えないな,0,,
11292.536,絶叫ｗｗ,0,,
11293.587,叫び声がｗｗ,0,,
11293.907,叫び方w,1,,
11295.212,悲鳴w,1,,
11296.383,叫ぶだけでおもろいってひば,0,,
11296.461,ヒバの断末魔w,1,,
