ラベル,コメント
0,なんだか今日はつらかったことを思い出すな。楽しかったこともたくさんあったけどな。でも人間の脳はつらい方を思い出すようにできてるから仕方ない。「脳ってそういうもんですよ」と言ってもらわらないと「私ってネガティブなのかも…」と自責してしまうのでええんですよ脳のせいにして。
0,何とは言わないけど、ある種の暴力性を孕んだ広告を見たとき、勘のいい人は「これは暴力的な広告だ」とちゃんと不快に感じることができると思うんですが、問題なのは暴力性に気づかず洗脳されてる人が一定数いるということですよね。
0,Twitterは社会の（一部を意図的に濃縮した）縮図
0,自分の口から出た（あるいは文字として書いた）言葉はどれだけ説明を尽くしても氷山の一角でしかなく、分かってもらえないことがこんなにつらいことかと身をもって知った。
0,私はあまり共感を求めるタイプではないと自分で思っていたけど、やっぱり共感を求めていたと認めますよ。共感は悪いことじゃないですよ。
0,人のことなんて分からないという大前提ではありますが、例えば極端な話をすると「ペットが死んでしまって悲しい」という話をして「ふーん、私は悲しくないけど」と返されたら悲しいじゃないですか。
0,雑談がてら「○○が好き」って話をしたとして、「私○○好きじゃないんだよね」「私は別にどうでもいい」と言われることが多くなって、もう何も話せなくなった。
0,私は幽霊というものを信じていないし、怖い話嫌いだからこういう話は滅多にしないけど、なんかこう嫌な感じがする場所だなぁって思うことは時々ある。何だろうね。
0,コロナで不安を煽るような商売はちょっとな……。テイクアウトみたいに、自然とそういう選択肢が出てきたというなら分かるけど。
0,頭の回転も悪い方じゃないんですよ。わりとパッパと答えられる方だと思います。人前で話す度胸も一応あります。塾講師でしたからね。それなのに、私の話はつまらないんです。書いていてつらくなってきました……。
0,以前、「○○県の雨の被害がすごいね。映像見たけど家が浸かってて大変そう」と言ったら「私テレビ見ないから」と返されて何とも言えない気持ちになった。
0,好きな飲み物？常温のペットボトルのお茶。
0,関西は笑いに厳しいので、スベるというあの空気が本当に耐えられないんですよね。おまけに私は共感性羞恥もちなので人がスベっても自分が大ダメージを受ける。
0,「話すのが苦手問題」は積年の課題なんですが自分の中で一応決着はついたはずだったんですよ。だから片田舎で引きこもりのような生活をして、傷付かず傷付けず楽しく生きていたはずだったんですが、旅に出て、やっぱり人と同じようにできない自分に絶望してしまったんですよね。
0,何者にもなれない自分でも生きていていいのか。いいんだよってひとは言ってくれるけど、自分ではそう思えない時が一番苦しい。自ら死を選んだ俳優さんを想いながら思う。
0,仕事中はポモドーロテクニックにお世話になっているのですが、25分回してもリード1つ書けない時もある。難産。
0,私は、本当は文字に色をつけたり見出しをいっぱい入れたり吹き出しに喋らせたりするような記事を書くのはあまり得意ではない。ただ、お役立ち情報を伝えるなら確かにそうした方がいいのは認める。「読む」より「見る」が重視されるのもわかる。
0,我が道を行きすぎて視野が狭くなるのもどうかと思うのです。って、人に対して思うくせに、実は私が人に言われるんです。「あなたって自分の考えに固執してるよね（要約）」と。うーん、そう言ってくる人も人のこと言えないと思うんだけどなぁ。好きなもの、好きな見方ばっかり集めて言われてもナ。
0,インターネット検索の怖いところは、「調べれば情報が（たとえ間違っていても）出てくる」というところだと思っていて、何を調べてもだいたいヒットするから、ほらねやっぱり自分は正しいと裏打ちされた気になってしまうところなんですよね。これに気付いていないのが一番こわい。
0,マッチングアプリはマーケティングだと思ってるので、マッチングアプリを使ってる層に狙ってる層がそもそもいないならCVしないよって友達に言いたい。
0,2カラムやめようかなぁ。noteみたいなシンプルさが好き。スマホで見るとあんまり関係ないか。
0,リアルの自分（Facebook）と匿名の自分（Twitter）は、それこそ分人であって然りだよな。そうだよな。
0,noteは、クリエイターのためのプラットフォームです。どう使うかは自由だけど、お金儲けの道具として「のみ」利用されるのは悲しい。
0,私はただ清潔なことが好きなだけ。ていうか清潔が苦手で不潔が好きって人はいないと思うけど。そういう生活は日々の家事という保守運用の上に成り立ってるんですよってこと。
0,ブランディングは義憤から始まる
0,嫌なことも、苦手なことも、ちゃんと受け入れる。いいことばかりは起こらない。世界はたぶんそういうバランスでできているから。
0,最近ビジネス用語で「枕詞」という言葉がいわゆる「肩書き」「レッテル」「前置き」的な意味で使われてるの、ちょっともやっとするな。
0,おはようございます。長崎は雨。
0,キングダムに三大天という言葉がありますが、私的イラッとする言葉三大天は「なんでもいい」「まかせる」「どうする？」
0,「私が私のままでいるために、誰にも会わない方が健やかである」という真理に辿り着いてしまった。そんなんじゃ仕事できないよ。視野が狭くなるよ。生きていけないよ。どうしよう。
0,自分の身を守ることと、自分さえよければいいと他を切り捨てることは別だと思う。
0,例えば綺麗好きな方が綺麗好きじゃない方の分までやってあげるという構造が苦手で、放っておけば？と言われても汚い状態が嫌なもんは嫌で。それぞれの強みを活かして?って言われる度にそれって強み搾取じゃない？結局自分がやりたくないことを他人に押し付けてるだけじゃん？と思ってしまう。
0,お金の心配をしている時は本当に不幸だ。何で生きてるのかよく分からなくなる。
0,バーベキューとかで、余った食材を「一人暮らしだから持って帰ったら？」「お子さん多いからどう？」とか言って残り物を押し付けるのも押し付けられるのも、きらいです。いらないものはいらないんです。持って帰るの大変だし。食べられる分だけでいいんです。
0,この前、「マスクを外してくしゃみする人」を初めて見ました。本当にいるんだ……。自分さえよければいいんだ……。なんかこういうの見るだけでゴリゴリとMPが削られるというか……。
0,人の顔と名前覚えるのが本当に苦手。覚えてもらえないこともまたつらい。
0,（シェアハウスの話）私のスリッパが目の前で意味もなく踏まれて、こんなに悲しくなったのは久しぶりだ。なんでそこに置いてあるだけのものを勝手に踏むの？あぁ、この人とは、本当に気が合わない。皆は「子供ね」「かわいいね」と言うけれど、私はぜんっぜん、そう思わない。
0,幼い頃は、几帳面であれば褒められた。すごいね、えらいね、よくできたね。そう言ってもらえるのが嬉しくて、自分でできることが増えた。正しい躾だったと思う。大人になった今、あの時培った几帳面さは、面倒くさいことを押しつけられる格好の材料になっている気がしてつらい。
0,自己肯定感を高めるのはよいことだと思う。ひとり静かな場所で瞑想してる時なんかは気分良く生きられる。でも、ひとたび社交の場に繰り出すと、それまでイメージトレーニングしてきたことが全部だめになって、帰ってわあわあ泣いたりして。つらいね。
0,眠い。寝ても寝ても眠い。1日10時間は寝てる。さらに昼寝もする。それでも夜も眠い。寝てる時間が長い私は頑張っていないのかな。どうやったらポジティブに捉えられるだろう。
0,世の中はつらいことばかりなのに、どうしてみんな大真面目に生きていられるんだろう。
0,他の人が何とも思っていないことが自分にとってはつらくて、歩くたびに棒に当たりまくって、「どうしたの？」って言われる頃には満身創痍。そんな人生です。
0,ネガツイは嫌われますが、先週あるいは昨日まで元気だった人がどんな想いで壊れていくのかという過程は結構貴重ですよ。「あんなに元気だったのに、楽しそうだったのに、どうして」は一番つらい言葉。たぶん全然元気じゃないよ、その人。
0,マスク、嫌いだ。せっかく笑顔で相槌打ってるのに無かったことになる。サングラスしてるともうだめ。目元も見えない。こんな真夏にマスクなんてする世の中になっちゃってさあ。文字通り息苦しい。
0,岩盤浴に行ったら若い男子たち（大学生?新卒ぐらい）の団体がいて、なんと岩盤浴の部屋の中でYouTubeを見ておしゃべりしていた。全然リラックスできなくて不愉快だった。
0,ここだけの話ですが、私はスマートフォンというものはあまり上品な道具ではないと思ってるんですよね。便利であることはもちろん認めますが。
0,何かを「してあげる」ことに私はとても疲弊していたんだと気付いた。その小さい労力でさえ平等でなければ嫌で、でもそんな平等はありえなくて。何もかもしんどくなって、仕事も辞めて、二人暮らしにもシェアハウスにも疲れて、あぁ。とかくこの世は生きづらい。
0,ピクサーの最新作「2分の1の魔法」に番宣の時点でイマイチ共感できないのは、「死んだ人を魔法の力で生き返らせる」という設定が好きじゃないからです。死んだ人は本当に生き返ることを望んでいるのか？などと考えてしまう。
0,ワイヤレスイヤホンをしている人に声を「かけてしまった時」のあの一瞬がきらいだ。イヤホンはずして「え？」って聞き返されるのも嫌だし、言い直すほどのことでもないという……。私はイヤホンをしていますって顔に書いといてほしい。
0,Twitterの新しいUI、上部にプッシュ出てくるの煩わしい。でもそれ以上に返信画面でテキスト打ってたら「飛ぶ」のやめてくれないかな……。
0,長崎新幹線がトレンド入りしている。長崎に来てから、長崎（九州）のニュースを敏感に察知してしまう。
0,ちなみに料理は嫌いです。面倒くさいもん。
0,インターネットは全然世界のすべてなんかじゃないよ。田舎にいればよくわかる。
0,ほんとうにやさしい人は、SNS、メール、チャットの文面からちゃんとわかる。文章にもオーラってものがあると思うよ。
0,都会の広い駅も人が多くて苦手だ。真っ直ぐ歩いてればまだいいんだけど、皆歩く方向もスピードも違って、「どこをどう歩いたらいいのか分からない」。この感覚お分かりいただけるだろうか。昔は私もここまでひどくなかったのにな。
0,お金のことを考えてため息をついてる瞬間が一番不幸だ。私、生きたいだけなのに。息をするだけでお金がかかっている気がしてたまらない。豊かじゃないって多分そういうことだ。
0,スーパーのレジに並んでたら、「間をあけてお並びください」って足跡マークまであるのにのそれを無視して私の斜め後ろ（30センチもないぐらい）に並んできたおばさん、さすがにソーシャルディスタンス意識してほしい。
0,察するにこのおばさんはせっかちで、早く前に行きたい気持ちが強すぎて最初から詰め詰めに並んだ。しかも私の真後ろじゃなくて斜め後ろ。前が早く空かないかずっと様子見てる。距離近いからマスク越しに息がかかって嫌だった。スーパー行くのもサバイバルかよ……。
0,Amazonの本のレビューは全然参考にしてません。むしろあえて見ないようにしている。レビュー見て悩むより直感を信じる。本を選ぶ時の「失敗」なんていくらでもあるよ。読んでこそ「面白くなかったと思う権利」があると思うから。
0,例えば、いつもいいねくれてる人がたまたまリプをくれたら、お近づきになるタイミングだったんだなと思う。逆に急にいいねやリプがなくなったら少し離れるタイミングなんだなと。機械的でなく恣意的にリプやいいねしてる以上、そういう流れは誰にでも必ずあるよ。
0,イケメン俳優、美人女優、ブサイク芸人……どれも好きな言葉じゃないな。
0,諏訪神社でも中央橋でも、目の前で立山・浜平方面のバスが行ってしまう呪いにかかっている……
0,前も言ったんですが店の前で折り畳み傘を閉じるのも嫌いです。
0,美女だろうがイケメンだろうが大企業の人だろうが、シェアハウスで一緒に住む以上、私は人間性を見ているよ。
0,【シェアハウスの受難】もう知らん
0,私がBluetoothイヤホン苦手な理由は、ペアリングしたつもりができてなくて、電車内で音楽垂れ流しのままイヤホンをつけて悦に浸っているところを想像するとヒュンッてなるからです。
0,さらに心配性な私は、よしちゃんとペアリングできてるぞと思っても途中で電池が切れたり何か不具合が起こるかもしれないとソワソワして10分ごとに耳から外して確認するので落ち着かない。結論、外ではイヤホンをつけない。
0,東京から地方に来た人が「あー私マスクとかもういいかなって」と言って全然マスクしてないんだけど、違うんだよ、都会から来た人ほど「自分がウィルスを持ってるかもしれない」と思ってもらわないと困るんだよ。
0,最低限の礼儀・マナー・作法・気遣い・生活力は躾られたり自分で気付いたりしてアップデートしていくしかない。何歳になっても日々、常に。歳を重ねるほど恥ずかしいことになっていく。よーく分かった。
0,田舎の民なので、Googleマップのお店情報は基本的に信用していない。Googleマップに載ってないお店、いっぱいあるよ。
0,服買いに行きたいけど接客されるの嫌いだから結局ユニクロに来てしまった（あるある）
0,私、丸首のトップスおそろしく似合わない。貧相に見える。
0,今真面目にお仕事の調べ物してたんですが、脱線して脱線して大事なことに気付くことがあるのでピンときたらその時考えるのがいい時もあると思う。
0,テレビのやかましさが本当に苦手。スーパー銭湯とか何かの待合室とか、自分が消すわけにいかない場所で垂れ流しなのがしんどい。もっとこう、プロフェッショナル仕事の流儀とかナショナルジオグラフィックとかを延々と流していてほしい。
0,歯医者貧乏です。9月末までしか通えないって8月から言ってたのに治したかった銀歯の治療を後回しにされ、小さい虫歯ばかり少しずつ治して、銀歯はいつ治してくれるのかと思ってたら結局間に合いませんと言われ、お金だけがなくなった。あぁ。なんやこれ。
0,私は初回の問診票にめちゃくちゃ詳しく症状を書くタイプなのですが、それだけ書いても結局見てくれない。賢いはずのお医者さんですら見てない。一応「今日はどうしましたか」って聞いてくれるけど、そこに全部書いたのにまた言うん？って感じです。今日の歯医者の件、私もっと怒ってもいいのでは。
0,子供の頃から、基本的に誰も自分を助けてなどくれないし、人に迷惑かけたくないし、自分のことを自分でやるのは当然というマインドで生きてるので、逆に「誰かがやってくれるだろう」という気持ちが全然分からない。
0,都会を歩くのはしんどい。皆前見て歩いてくれ。チャリと歩行者が一緒くたなのもしんどい。あぁ
0,これからは特急電車や新幹線の中がコワーキングスペースになるのではないかという意見をニュースだか何かだかで見て、勘弁してくれと思った。
0,「あの時は××って言ったけど今は○○だと思う」ってちゃんと説明できる人は好感度高い。「え？初めから○○だと思ってたけど」と言う人が圧倒的に多い。私は記憶力がいい方なので、よく覚えていますよ。
0,住んでるマンスリーマンションの1皆の管理会社に「郵便物届いてないですか」と聞いただけなのに「さぁ、うちは知らない」と冷たく言われて都会の洗礼を受けた。きみたちは何を管理してるんだ。
0,部屋に「お困りのことがあれば1階の管理会社へ」という貼り紙があるのに「さぁ、うちは知らない」という言い方に2時間ぐらいモヤモヤしてた。大事な郵便物なのに。
0,"私はきっと筆が遅いんだな。1,000字書くのに3?4時間とかかかってるからな。さっきは300字書くのに1時間かかった。おっそ。"
0,某牛丼屋でバイトしてた時、「お客様の湯飲みが何度以上まで傾いたらお茶を注ぐ」というマニュアルがあったんだけど、「？？それ以上飲みたくないかもしれないのに何で注ぎにいくんだろう？？それよりピッチャーを満タンにして全席に置いてあげた方が親切では？？」とずっと思っていた。
0,会社員だった頃、それってコンプライアンス的にどうなん？と思うことがあり、先方に確認取れるまで身動きできずにいたら「そんなんチャチャッと公開して、怒られたらページ下げればええんや」と社長に言われた時のあかんやろ感を未だに忘れられない。
0,嫌味な意味で「あなたは慎重派だね」って言われるのが嫌いでした。ドコモ口座みたいに、穴だらけなのにリリースして取り返しつかないことになるよりマシだと思うんだが。
0,Go Toの恩恵を受けて博多で4万で暮らしてるけど、11月からは厳しくなりそう。
0,実名で書きたいことと匿名で書きたいこと。転換期だなあ。
0,俯瞰して見る。抽象化する。メタ認知。これができる人を私は「地頭がいい」と呼んでいる。
0,頭の中はね、宇宙なんですよ。
0,嫌いな言葉「ご連絡遅くなり申し訳ございません」面談日程候補をいくつかお知らせください→○日と△日は可能です→返信なし→ご連絡遅くなり申し訳ございません→ほんまやで。遅いで。
0,めちゃくちゃ行きたい会社じゃなかったから私は別にいいけど、信用落とすのはそっちの方よ？と思っちゃうよね。
0,ちょっと暗い作品を読んでみたいという人は重松清の「ナイフ」を読んでください。私には闇が足りなかった。あれは本なのに目を背けたくなるほど心を抉られる。
0,私は本当に社会で必要とされるのだろうか。企業で「きちんとしたお仕事」をされてる人にどんどん置いていかれてる気がして、やっぱり正社員になった方がいいのかなァなんて不安になる夜。でも私、しばらく会社員をうまくやれそうにない。
0,生きていけなくなったら死ぬだけだ。そうなんだけど、やっぱり死ぬのは怖いなぁ。このまま生きていけるのだろうか。あぁ不安。
0,例えば主人公の新卒社会人男性が、先輩から「あっちの席の女の子の前で一発芸やってこいよ」と焚き付けられて、やりたくもないのに一発芸をやろうとする空気がもう無理だしもちろんその後女の子がシラけるシーンも無理。
0,夜型と言っても3時4時まで起きてるとさすがにつらいけど、1時2時に寝るのがちょうどいいならそれもアリかなと最近思うようになった。どうせ23時に寝ても1時に寝ても朝9時ぐらいに起きるし。
0,1月は行く2月は逃げる3月は去るという言葉がありますが、私は10月、11月、12月の方が過ぎるのが早い説を提唱したい
0,goo辞書じゃ満足できないので岩波の広辞苑アプリを買おうと思ったけどお値段1万円でした……旅の資金が尽きそうなので今は買えない……。
0,分かってはいたことだけど、オンとオフの切り替えをしないと潰れてしまう。1人だと特に。終わってない仕事のことを考えるのはやめよう。明日あれを納品したら好きなことをしよう。
0,私も馬鹿じゃないので本当に税金払えないほど困窮してるわけではないですが、その日は遠くないので今必死にもがいているのです。泣きながら罵りながら。
0,前職は楽しかった。比較的まともだった。でもまともじゃない部分もあった。でもそれは多分世間的には当たり前のことで、人とお仕事をする以上私が耐えなければいけなかったのに、耐えられなくておかしくなってしまった。とても傷つきやすいことをどうか許して。
0,パートナーが、「PULL」と書いてある扉を必死に押しながら開かない開かない言ってて、ツッコむか迷った
0,身近な人ほど、 大切にしているものを否定されたとき 悲しいですよね
0,「あなたのために買ってきたよー♪」と買って帰ってきた食べ物、本当は自分が食べたい説。
0,【虫嫌いな人ごめんなさい】虫が超絶苦手なわたしの家に…Gさんがついに現れたー殺虫剤噴射したいわたしvs殺虫剤の匂いが苦手なパートナー(Gは生かしてほっとけ派)マジでマジでマジで心揺れましたが、パートナーのために殺虫剤を諦めることにしたこんなとき皆さんどうする…
0,大事に思っている人ほど、自分の期待から外れる行動をとられると心がグラっとする「何をされても好きでいると決める」シンプルだけどとても大事だと思う今日このごろーー
0,人は、人のためなら強くなれる…虫が大の苦手なわたしですが 先輩の部屋にG氏が出たときは 心を奮い立たせていきます
0,パソコンが壊れたー次これ買おうかな？というのはなんとなくありますが、有益な情報お持ちの方がいたらお助けくださいー
0,レンタカーのナビしねー！(￣ー￣)
0,空の色こわ、早く真っ暗になっちゃえー
0,こわいし悲しいし虚しいし痛いし切ないし重いし平気じゃないよ
0,えっと、男ってほんとしょーもないと思ったなう(-_-)
0,今日から本格的に寒い気がする。。。冬こわい色んな意味でこわい(；Д ；)
0,ケータイにつけてた犬が割れた ほんとうにショック わたしの幸運の源の気がしてたのに
0,オリジナル版の「ゴースト」って、そんなに女の人一途じゃなかったような...でもあれは、まだ子供だった私が潔癖すぎただけなのかもなー...´ω｀
0,いやー(-_-)カードの請求がやばい(-_-;)
0,前髪じぶんで切っても良いことないって人生経験済みなのに、また切って後悔。まじ愚か。
0,そろそろイライラしてきた！東戸塚だめ！遠いよ！1限間に合うわけない(●｀ー´●)
0,自分を信じるとか好きになるとか、もともと苦手分野だったけど、でも目指してたんだけど、もう二度と叶いそうにない。もう人生に希望もてない馬鹿みたいにネガティブが止まらない。
0,ゼミがchaosなう(　｡∀ﾟ)ノ゛
0,今日ふたご座流星群よく見える夜だよー☆でも曇ってるよぉ(´；ω；｀)去年まで秋ガで流れ星見てたけど、都会で見るのはむずかしんだなぁ
0,渋谷さむいよぉー今、ちょう小学校の友だちに似てる人みた
0,としモスなう
0,バイト先にマフラー忘れた寒いよぉー(´；ω；｀)ｳｩｩ
0,えりあし聴くと何とも言えない気持ちになる(..)あぁーこれからニッセイ(..)
0,本当に嫌な予感がしてて、ずっと逃げてたんだけど、やっぱそうだった。わたし算数数学が篦棒に出来ない。その手の能力が抜け落ちてるのです。よってSPIの計算とかめちゃくちゃ苦痛(´；ω；｀)ｳｩｩ
0,わたしが好きじゃない人なんてほんの一握りで、それ以外の大多数の人とは上手くやりたいし嫌われたくないし幻滅されたくないー。
0,本当のわたしを知っても許してくれる人なんているのかなーいないなー（　’m　’）もはや早く生まれ変わりたい！！！！
0,あと3ヶ月で先輩いなくなっちゃうのかぁー(;o;)やだなぁやだなぁ....そりゃ泣くわー(;o;)
0,去年泣きながら働いたのがなつかしい....(;o;)
0,わたし進級できるのかな....(..)
0,こんなにはってたのにセミナーとれなかった(;o;)ネット環境(;o;)
0,やばい。。。がんちゃんが神様に思えてきた。。。
0,ていうか常々思ってはいるんだけど、死にたいとか、軽々しく言っちゃうの、癖みたいになってるけど、すごくやめたいんだよね＞＜大抵言ってしまってからすぐに、そこまで辛くないし生きたいって思うんだもんー＞＜
0,意欲喪失なう(´；ω；｀)ｳｩｩ
0,加藤ミリヤて重い＼(^^)／
0,しかしかし、辛いとかぼやけさせたいとかいう事に関しては時が経つのに任せとけば良いかもだけど、大切な事まで惰性に変えてくから時の力はこわいのです(；ωq｀)
0,いちばん勉強したのに全然出来なかった....4単位....(´；ω；｀)ｳｩｩ
0,"堀田持ち込むプリント全部わすれたヾ( ﾟдﾟ)ﾉ""教科書買う気力なくなった・・・・"
0,意味わからん電車とまた(ﾉω･､) ｳｩ･･･
0,最近電車とまりすぎ...でもイライラしちゃダメ(´；ω；｀)今この電車にのってる数百の人イライラしてるだろうと思うと...集団として見る人間の心って、すごい恐いときある。
0,寒すぎて心臓とまりそう(#ﾟﾛﾟ#)
0,もー！夜はセンチメンタルになるからきらい！！
0,就活中、太るタイプと痩せるタイプがいると思いますが、私は前者だぁー(；ω；)太るしお金ないしなんなの・・・
0,六本木で迷子(*_*)じんせいまいご！！
0,どうしようどうしようどうしよう(´；ω；｀)
0,しょっくしょっくしょっく(´；ω；｀)
0,いったいぜんたい誰に頼ったらよいのかわからん！むしろ頼る自分いやだから頼れない！！いままで２１年間何してたんだろお・・・・・・・・・・・・・・・・・・・・
0,大学一緒だけどなかなか会わない友達と再会！彼の切ない話を聞いて、もらい切なくなりました(´；ω；｀)
0,手作りキットで作ったにも関わらず、恐ろしくセンスないものが出来上がった。まじで理想と現実の差というものを思い知らされた出来事でした(´；ω；｀)
0,初めての面接だん！てか雨とかなに(´；ω；｀)傘もってないよぉーさむいよぉー(´；ω；｀)
0,だめだ(；ω；)タバコの煙の中に長時間いると、気持ち悪くなる(；ω；)
0,まじでいらもやする(・ε・)
0,てか、選考会に予約したと思ったらできてなかった(´；д；｀)かなしい・・・
0,まじでまずい漢方をお母さんから無理やり飲まされる・・・さっき食前に飲んだばっかなのに、就寝前も飲むらしく・・・ＥＳと同じくらいいやだ（；＿；）泣
0,どうしよパニック泣きたい(ω)
0,てかまじで寝坊の恐ろしさぱない
0,こわい(T-T)
0,まじでこわい(T-T)
0,ほんとこわい(T-T)むり(T-T)
0,心臓ドキドキする(´；д；｀)
0,園遊会いけないの同期わたしだけなのかな(T-T)でも面接だからぜったい行けないや(T-T)もうきえるどろん！
0,三田は15日から授業なのねorz....まじ面接2時間とか鬼だた(T-T)てかわたしが面接官だったらわたしとらないわ的な出来だった(T-T)腰がいたい....
0,停電のかえりみち。まじで明かりなさすぎて、こわすぎる(T-T)
0,千駄木きたお(´・д・｀)
0,あんな風に真っ直ぐに生きられたらいーのに！！自分のどす黒さになえなえorz
0,あああああだめだ、面接だめだ・・orz
0,面接いく前の憂鬱はんぱない(；；)何回やっても志望度に関係なくガクブル…
0,だめだ・・・やる気スイッチ入らない・・・（；；）
0,これ以上揺れないでほしい…地震がない国とかあるのかな´・ω・｀
0,真剣に幸せになりたいのだけど、どんどん遠ざかってる感じがする・・・orz
0,ぜったいむりだ…面接苦手…たぶん面接官わたしに興味ないわ…しゅーかつむりやーこんかつやー＼(^-^)／
0,ていうか、電車で隣のおじさんまじ気持ち悪い(T-T)そっこー離れたけどまじ鳥肌たった…
0,席に座るのは危険だ(*_*)がまん
0,ぎゃぼ！！！りーむーりーむーいらいらいら・・・・・・・・・・・・・・・・・・・・・・・・
0,成績証明書の機械って、今日の18時とかも動いてるかな(；д；｀)？？！
0,そもそものきっかけが、弁護士さんと結婚できるかな＼(^^)／とかいう不純なものだったし、今日の説明会やーめた！
0,フニャッ＼(^o^)／
0,就活がわたしの誕生日をはちゃめちゃにしていきます。。(´；ω；｀)
0,昔から自覚してたけど、私には絶対的に欠けてるものがある（；；）どうやって取り戻したら良いのか、今でも分からないからダメ。
0,考課こわい(T-T)ここ最近、誰よりもお店に貢献してない(T-T)しかもぎりぎり到着(T-T)ほわーお
0,口に出すと本当になっちゃいそうでこわい（；；）口に出すと自己暗示かかるんだな
0,さいきん感情の動かなさやばいから、ずっと欲しかった1眼買ってみた(^o^)/コンビニでアイス買うようなテンションで買った。自分のフットワークの軽さと財布のヒモの緩さと来月のカード支払い額にがくぶる(´・ω・｀)
0,今日ゼミ行かなかったけど、来週も行けないんだったことに気付いたなう＼(^o^)／こんなことで単位くるんだろうか・・・・・・・・・・・・・・・・・・・・・・・
0,いい年したカッポーが、電車の中であっちむいてほいしてる…ヽ( ﾟдﾟ )ﾉ痛いけど未来のわたしみたい…ヽ( ﾟдﾟ )ﾉ
0,うわぁー情けないけど、むり！居場所ない（；；）
0,やばいー！呟かずにはいられないヽ( ﾟдﾟ )ﾉ頭おかしいわたしのXperiaが、ついに自家発電をはじめた(笑)
0,お酒だめだーさみしくなる(´；ω；｀)そして、そろそろ居酒屋で年確されたくない22歳←
0,男依存症…タイムズこわヽ( ﾟдﾟ )ﾉ(笑)
0,疲れすぎ暑すぎで、なんか気持ち悪い…むしむししすぎ(´・_・｀ )
0,・・・帰ってくるなり、焼き鳥とドーナツとさくらんぼ３０個くらい食べちゃった・・・まじ食生活どうにかした方がよいｏｒｚ・・・
0,もーねっこんな33度とかでクーラーなしはだめだよーっ(*_*)暑いと頭だっておかしくなるんだからね…(*_*)
0,つーかーれーたぁー…明日6時起きとかムリー！！
0,ありゃりゃりゃりゃー語り明かしたかったお(ﾟ⊿ﾟ)
0,今日ねむいってか気だるーくってぼんやりとしちゃうわーだめだ皿割りそう
0,不安すぎて単位を数え始める深夜ｗ　そして何回数えても不安が消えないｗ
0,ねむすぎるねむすぎるねむすぎる
0,わー寝坊するとこだった。
0,どうしよう今からTOEICとか憂鬱でしかない。
0,くー、きょうの飲み行けないのは悲しい…(；ω；)
0,マザー牧場でひまなう。
0,悪い予感が的中した・・・(；；)最近、わたしがいつまでも続いてほしいなぁと思う友達カップルが別れすぎてる。
0,もうぴったり！運命！この人だ！って始まるのに、なんでおわっちゃうんだろー。完全に自分のこと棚に上げて言ってるけども。いつまで経ってもこの思考回路で、だから子どもなんだろうな。
0,あさってから台風て、富士山で遭難したらどうしてくれるんだ。
0,人生で一番死ぬかと思った…
0,このまま冷めてって老けてくのは嫌だなー
0,どうしよう、たすけて、来週まじで暇になったんで遊んでください
0,まじで変質者きもすぎる。こういうときは、世の中の男いなくなれ的な気持ちになるごめんなさい。
0,ずーっと繋がってないと保てない人間関係なんていらん！とか言ってると寂しい人になっちゃうかなー
0,前回みた夢がサバイバル系で恐かったから寝るのが恐いという悪循環w こわい人にキスされて魂吸われるのから逃げてた…現在の心理状況を教えてほしい。
0,にぇむー。
0,とか言いながら、この時間にホットドック食べてるじぶんおつ。
0,帰宅ラッシュりーむー。品川スタバに逃げ込んだなうw
0,どうしよう超絶アウェーなのは嫌です。
0,がしかし、秋っぽい遊びってなんだー。
0,はい本日2回目の東戸塚ー、ねむいわ。
0,スパムメールが勝手に送られちゃいますー(>_<)みんな開いちゃダメですよー
0,人生で一番つまらないディズニーを体験してしまい、わたしの毒舌が火を吹きそうです。
0,男女の友情とか危ういでしょ派、に転じました。笑
0,丸一日ケータイなしで過ごしてケータイ恋しかったはずなんだけど、相変わらずメール不精。
0,おとといも昨日も今日も明日も早起きとか、そろそろ限界だしキレそー…
0,旅行なのに一眼の充電器忘れてしまった…なえなえなえー
0,皆に励まされて平気かなーとか思ってきてたけど、明日はやっぱ朝イチ病院いこ(T_T)痛いもんは痛い(T_T)
0,あと3日しかないのに、合格ラインまであと20点も足りない(T-T) 何事にも100％本気ってのができない自分がイヤ(T-T)
0,あああああああーうざいわ！！反面教師にしてやるもん、ばか。
0,異常にプリンが気になり出して止まらず、明日の朝9時の美容院予約した。眠いわ。起きれんわ。まじで頭おかしい自分(´･_･`)
0,ミスチルのアルバム借りてうきうきしてたのに中身入ってないときの絶望感といったららららら～
0,皆既月食タイミング逃した(T-T)
0,おとといのディズニーによる筋肉痛が今更きた(´･_･`)この時間差(´･_･`)まじで太ももが痛い、ビョーキ(´･_･`)
0,鞄のなかによく分からないDVDが入ってたことに気づいたなう。こわい。
0,はげしくねむい＠鶴岡八幡宮
0,えーん。東戸塚のタリーズもスタバも空いてないー。とりあえず横浜いくけど空いてるかなー無理だろな。えーん。
0,キレートレモンが溢れだして、わたしの鮭おにぎりがレモン味に…どうしてくれるんだろ。
0,あーそれにしても店長に見捨てられそうで胃がきりきりする！
0,区役所、もっと気合いれた方がいいと思う。まじで萎えるん。
0,くよくよくよ
0,地震で起きちゃった(T-T)冷や汗と動悸やばいこわい
0,咳が止まってくれないよー(T-T)風邪はやってるよね…(T-T)はやくインフルの予防接種受けなきゃ！
0,ふう…明日4時半おきは、冷静にムリな気がする。気合い入れないと(´･_･`)
