投稿時間,コメント,ラベル
16633.015,クナイ,0
16641.423,www,1
16642.275,くさ,0
16643.73,匂いフェチ,0
16644.209,ｗｗｗｗ,0
16644.854,:_くさぁ:,0
16646.772,それはちょっと…,0
16648.166,あっそーいうしゅみ？,0
16651.586,匂いフェチってこと:exclamation_question_mark:︎,0
16654.443,でも好き,0
16657.79,たしかにw,1
16659.403,臭いフェチ疑惑,0
16668.652,あっ:_sad:,0
16684.131,(でも好き),0
16684.257,ぽっ,0
16686.63,:_sad:,0
16695.35,ぽ…！！,0
16697.547,別パーティって話ww,1
16698.664,ありがた,0
16702.768,すげえw,1
16705.302,:_nice:起こし,0
16706.011,ミリw,1
16710.756,すっごいミリ,0
16712.23,生きたｗ,0
16721.815,あっぶな,0
16739.022,うわーい,0
16742.186,ｗｗｗｗ,0
16743.168,LOL,0
16743.259,www,1
16747.804,wwwwww,1
16750.876,www,1
16751.824,www,1
16754.681,見えたw,1
16755.384,wwwwwwww,1
16755.448,ｗｗｗｗ,0
16758.14,wwww,1
16758.816,これはさっきのwww,1
16759.778,www,1
16763.406,あ,0
16767.139,:_くさぁ:,0
16767.623,wwww,1
16768.381,？？？？？,0
16768.641,多すぎw,1
16769.696,wwww,1
16770.066,ないふぁい:_じーじー:,0
16771.116,あ,0
16771.79,あ！？,0
16774.837,ww,1
16776.742,ないふぁい:_じーじー:,0
16778.528,おおすんぎｗ,0
16779.566,ないふぁい,0
16780.772,ｗｗｗ,0
16781.088,ないふぁい:_じーじー:,0
16781.423,ないファイ:_じーじー:,0
16782.053,wwww,1
16782.624,ないふぁい！:_じーじー:,0
16783.833,えぐｗｗ,0
16784.631,:_じーじー:,0
16787.131,ないふぁい:_じーじー:,0
16787.499,ないふぁい:_じーじー:,0
16791.057,100万人おったな,0
16793.259,:_toro::_toro:しはじめた？,0
16797.647,nf,0
16799.172,お布団勢起きてきたかあ,0
16805.687,みんな布団かぶってるって,0
16808.503,ないふぁい！,0
16810.574,当て感ってあんないいもんなの？？,0
16821.848,www,1
16824.092,無理ゲーw,1
16825.559,wwwwwww,1
16825.626,www,1
16826.036,www,1
16831.866,ずっと間違え続けてたw,1
16837.486,www,1
16846.424,気付きを得たな,0
16847.423,大前提から違ったかぁwww,1
16852.992,ありぴのランクがどんどん上がってるｗ,0
16858.296,:_くさぁ:,0
16859.918,www,1
16860.598,ｗｗｗ,0
16863.842,草,1
16863.824,壁ドンきちゃう,0
16864.354,まさかの自覚あり,0
16864.824,窓開けたら一気に気温下がりそう,0
16869.566,こんばんは初見ですm(*_ _)m,0
16885.168,wwwwww,1
16888.16,wwww,1
16888.75,wwwwwww,1
16891.076,www,1
16893.201,そんなにw,1
16895.208,www,1
16898.706,ｗｗｗ,0
16900.057,どす,0
16900.301,dos,0
16909.252,そうどす,0
16914.552,お、まだやってたこん:_hii::_naa:,0
16921.073,宝の地図もらえた？,0
16947.294,みんなめっちゃローww,1
16950.993,なんか敵強くなってきたねｗ,0
16952.799,わーい！,0
16954.004,ないふぁい:_じーじー:,0
16954.253,沢山おった,0
16954.902,ないふぁい:_じーじー:,0
16955.996,ないふぁい:_じーじー:,0
16956.47,:_じーじー:,0
16956.666,ないふぁい！:_じーじー:,0
16957.3,マイナス続き始まったw,1
16959.627,ないふぁい,0
16960.377,nf ! :_じーじー:,0
16962.41,ないふぁい:_じーじー:,0
16965.147,ないふぁい:_じーじー:,0
16965.515,:_じーじー:,0
16968.05,ないファイ:_じーじー:,0
16968.535,:_じーじー:,0
16970.182,ないふぁい:_じーじー:,0
16972.729,今日もかわいいぞ！,0
16972.86,猛者が起き出した？,0
16973.144,ないふぁい,0
16982.235,まだ居残りしてるマスターかな？,0
16988.336,だってひなーのもプラチナじゃないじゃん！！,0
17000.569,がんばれー！！,0
17017.665,www,1
17018.915,キタァ,0
17019.444,ありぴw,1
17021.119,おじいちゃん:_sad:,0
17021.862,おじいちゃんｗ,0
17024.082,ありぴじいちゃんが,0
17024.155,朝まで了解,0
17025.23,www,1
17027.69,ありぴ？,0
17031.272,？,0
17031.941,おじいちゃんおなかすいてるから,0
17034.798,ありぴおじいちゃんｗ,0
17035.212,ｗｗｗ,0
17036.265,ありじいのダメージが,0
17038.586,えぐw,1
17042.94,寝落ちする人絶対おるってw,1
17046.137,マジで。,0
17046.28,やば,0
17048.272,ひなのちゃん絶対グズるでしょw,1
17055.73,マスター耐久かな:red_question_mark:,0
17059.134,宮崎おじいちゃんが、、、,0
17068.359,脱ごう,0
17082.712,配信前,0
17086.357,ウフフ,0
17101.813,部屋ドア開けよ換気扇つけよ,0
17113.95,バッドコミニュケーションw,1
17126.26,叫び声がいっちゃんビックリした,0
17149.196,desuwa,1
17153.156,:_nice::_nice:,0
17156.159,:_nice::_nice:,0
17156.298,:_nice:,0
17156.314,:_nice:,0
17156.623,:_nice::_nice::_nice:,0
17156.836,:_nice::_nice::_nice:,0
17157.535,:_nice:,0
17158.663,:_nice::_nice:,0
17159.362,:_nice:,0
17164.735,:_nice::_nice:,0
17171.334,:_nice::_nice:,0
17172.205,ないすう,0
17182.053,タボチャとハボックそれぞれで持ってて草,1
17194.997,お？,0
17197.337,そうCAR,0
17199.557,CARまじで意外と良い,0
17202.492,なんて？,0
17211.521,ありぴの制止w,1
17212.021,今日は冷え込むなぁ,0
17237.81,監督不行き届きw,1
17243.329,www,1
17251.732,弱いCAR,0
17257.032,止まんねぇんだ,0
17260.965,www,1
17262.55,www,1
17264.692,www,1
17267.873,wwwwww,1
17274.704,:_くさぁ::_くさぁ:,0
17275.268,www,1
17284.542,いいCARんじw,1
17291.812,ｗｗｗ,0
17293.401,www,1
17299.598,www,1
17300.427,wwwwwww,1
17301.408,欲しいCARも？,0
17305.293,www,1
17308.23,www,1
17308.225,www,1
17309.009,www,1
17313.715,www,1
17317.613,あーーーw,1
17319.501,ん？？,0
17322.038,なんの縛りw,1
17324.022,だるいモード入ってるwww,1
17324.62,だめCAR,0
17324.768,腹痛いww,1
17325.489,ｗｗ,0
17326.18,ｗｗｗ,0
17326.809,car,0
17326.842,だめcar,0
17327.56,この流れすーちゃんとこでも見た気がする,0
17330.863,なんか冷えてきたな,0
17331.552,ん？？,0
17334.245,？,0
17334.841,冷え込んできたなぁ,0
17335.646,ブレーキないCAR,0
17343.077,ありぴとめてくれ,0
17349.769,語尾かぁが抜けねえw,1
17349.969,だめcar,0
17350.352,ですcar？,0
17370.002,草,1
17371.058,wwwwww,1
17372.837,大小あるんやw,1
17377.61,視漢ｗｗｗ,0
17377.874,wwww,1
17386.095,www,1
17398.2,www,1
17401.599,そこ戻るんやw,1
17422.801,帰ってきたcar,0
17428.733,査定w,1
17431.982,ｗｗｗｗｗ,0
17433.829,www,1
17435.462,ｗｗｗｗｗ,0
17436.284,www,1
17437.077,www,1
17438.567,www,1
17439.111,wwww,1
17441.394,wwwwwwww,1
17441.85,wwwwwww,1
17442.028,wwwwww,1
17444.101,ｗｗｗ,0
17444.755,ぶっとんでったｗ,0
17445.744,査定長いってｗ,0
17451.813,いつまでやってんw,1
17451.851,www,1
17452.286,偽物！？ｗｗｗｗｗ,0
17455.278,wwww,1
17455.276,贋作判定w,1
17457.482,だるまさんの伝統芸きた,0
17457.757,泥棒いるなwww,1
17458.29,www,1
17460.522,査定時間かかったなぁ,0
17460.898,警察！？,0
17462.146,ｗｗｗ,0
17464.263,偽物ｗｗｗ,0
17466.422,www,1
17466.714,偽装w,1
17467.506,パチもんだったCAR,0
17471.06,偽造品！？,0
17477.704,ひなーのどこでつかまされたん,0
17482.358,偽物だったかw,1
17485.31,負けないwwwww,1
17485.675,届けてもだるまさんが銃刀法違反で逮捕されるんじゃない？,0
17486.018,痴漢現行犯みたい,0
17486.59,弱くて草,1
17488.046,返さんのかいｗ,0
17489.969,闇Hコックw,1
17507.841,あっぶなw,1
17508.902,近所迷惑w,1
17510.072,www,1
17511.615,強メンタル,0
17515.87,W,1
17524.035,www,1
17530.974,降りるorかえせwwwww,1
17534.829,CR_Kaese,0
17535.586,だるまさんマジで返さんのよねw,1
17552.72,ウィングマン持ってる人が偽物持ってきたら別案件だろw,1
17581.93,"ひなのちゃん1,2倍でもカビーン使えるからね",0
17608.211,:_nice:,0
17611.856,:_nice::_nice:,0
17612.483,:_nice:,0
17613.312,:_nice:,0
17614.201,:_nice::_nice:,0
17614.357,:_nice:,0
17623.102,:_nice:,0
17626.771,:_nice:,0
17627.93,:_nice::_nice:,0
17628.698,:_nice::_nice::_nice:,0
17630.317,:_nice:,0
17639.67,:_nice::_nice:,0
17647.657,かわいい,0
17658.362,ちょちょうこ,0
17660.745,www,1
17660.859,ちょちょうこかわいいw,1
17662.495,www,1
17664.066,ちょちょうこwww,1
17664.777,かわいい,0
17665.145,ちょちょーこw,1
17665.474,かわいい,0
17667.455,ちょちょうこw,1
17668.712,かわいい,0
17669.256,かわいい,0
17671.419,かわいいね,0
17673.815,かわいいw,1
17677.231,かわいいｗ,0
17682.368,かわいいｗ,0
17690.116,ちょちょうこかわいいねw,1
17691.027,www,1
17693.052,うんwww,1
17694.354,飲み込んだww,1
17694.981,www,1
17698.724,あきらめたｗ,0
17715.572,カービンのチャームってかみとさんとおそろい？,0
17721.607,何パー？,0
17727.84,なんかすごいポータルあるwww,1
17728.864,ウッウ思い出したw,1
17730.565,ポータルそういうことねw,1
17740.38,キレイにフォーカスあったね,0
17776.901,:_nice:,0
17777.767,:_nice:,0
17778.257,:_nice:,0
17779.267,:_nice::_nice:,0
17781.013,ないすぅ,0
17786.144,:_nice::_nice:,0
17800.163,:_nice:,0
17842.55,生きてるwww,1
17846.014,生きてたw,1
17847.216,なんかいきてるwwww,1
17848.471,生き残った！,0
17849.325,すげー,0
17850.014,ナイス生存,0
17851.865,生き残れたw,1
17852.464,ほとんど被弾ないしｗ,0
17852.809,:_nice:,0
17853.531,ナイス生存ｗ,0
17853.899,生きてたw,1
17864.487,なんとかなったｗ,0
17866.215,生きてんだ,0
17877.712,うまい,0
17916.557,まだ虚空あがってないかんじ？,0
17921.032,こ↑くう,0
17942.573,あっぶなww,1
17951.404,生きてるねｗｗｗ,0
17951.549,また生きてたw,1
17952.637,あぶない,0
17954.313,ギリギリで生きてる,0
17954.314,生きてる:_nice:,0
17955.357,なんで生きてるの？ｗ,0
17961.617,あっぶないw,1
17968.1,生きてるw,1
17992.337,弾補充でけぇ,0
17995.159,あげれないw,1
18003.182,:_nice:,0
18005.113,:_nice::_nice:,0
18005.073,:_nice::_nice::_nice:,0
18005.79,:_nice::_nice:,0
18006.131,:_nice::_nice::_nice:,0
18006.149,:_nice::_nice:,0
18006.545,:_nice::_nice:,0
18007.971,うまい！,0
18008.545,:_nice::_nice:,0
18008.811,:_nice::_nice:,0
18010.392,カービンキレキレ,0
18011.604,:_nice::_nice:,0
18013.743,なんだかんだ生きてるすごいw,1
18014.89,:_nice::_nice:,0
18030.983,ほんと無限に沸くなｗ,0
18034.777,ハマポ:_sad:,0
18040.356,まじであったまってきた感,0
18040.64,無限湧きし始めてる,0
18052.434,:_sad:,0
18053.754,:_sad::_sad:,0
18063.912,:_sad::_sad:,0
18069.77,またこのアンチか,0
18079.012,四面楚歌,0
18086.099,なんかふたりともいきてるしwww,1
18096.413,さっきも見たなｗ,0
18096.683,やばw,1
18102.682,投げ物えぐい:_sad:,0
18110.007,wwwwwwwww,1
18110.761,金ノックwwwwwwww,1
18110.988,ｗｗｗ,0
18111.682,また金ノックwww,1
18112.745,wwww,1
18112.595,ｗｗ,0
18115.403,ありぴまたｗｗｗ,0
18115.751,また金ノックw,1
18116.823,金ノックは盛ってたのかｗ,0
18116.964,また金ノックｗ,0
18117.183,金シw,1
18117.852,ありぴまたもってたんかwwwww,1
18119.348,ないふぁい！:_じーじー:,0
18120.855,:_じーじー:,0
18121.332,投げ物きっつｗｗ,0
18124.204,こんひな〜,0
18126.246,ないファイ:_じーじー:,0
18126.929,:_じーじー:,0
18127.859,nf:_sad:,0
18127.957,ないふぁい:_じーじー:,0
18134.457,:_じーじー:,0
18136.382,ないぷら,0
18136.926,ないふぁい:_じーじー:,0
18141.094,ないふぁい:_じーじー:,0
18150.693,ナイプラ！,0
18156.379,プラスないす！,0
18158.032,キルポで盛ってるなぁw,1
18158.072,ないふぁ,0
18182.119,あっ,0
18183.317,うわうわｗ,0
18184.706,これまっずい,0
18189.921,あーあ,0
18192.008,あ,0
18192.154,キルポうますぎ,0
18193.502,あ…,0
18195.514,言っちゃった,0
18200.752,ｗｗｗ,0
18200.975,はい！,0
18201.824,最悪www,1
18203.683,マイナスで草,1
18203.806,草,1
18206.777,ぐろいやつwww,1
18208.42,やばいってwww,1
18209.917,そんなん見てるのかｗ,0
18210.759,ヤゴーがオタマジャクシ食べるのか,0
18211.084,見たくない,0
18213.434,ちゃんとネガキャンで草,1
18215.709,www,1
18216.904,wwww,1
18220.35,萎えるはガチww,1
18220.73,飯テロやめて,0
18220.788,ヤゴとか久々に聞いたｗ,0
18220.883,ｗwww,1
18223.055,マイナスやんけww.,1
18226.047,ｗｗｗ,0
18227.216,萎えるんかぁい,0
18228.498,小学生あるある,0
18232.827,ランドセルえぐくなるやつ,0
18234.249,結局ポジティブ要素ないのやばいｗ,0
18238.126,いかつい,0
18239.288,マイナスでカバーする天才w,1
18239.638,ちゃんと拾ってくるw,1
18239.868,あるあるw,1
18253.249,夏とかカエルの大合唱やばい,0
18254.918,カエルの鳴き声すごいよ,0
18254.926,イチャイチャしとる,0
18261.056,対称的なwww,1
18261.662,仲良しだなw,1
18263.713,カエルやばいよ,0
18269.567,紫でかい,0
18280.965,紫アーマー:_nice:,0
18284.22,ひっっっっさしぶりのフリーファームま？,0
18304.277,カブトムシとかね,0
18304.855,ダンゴムシありがち,0
18306.293,筆箱にね？,0
18317.842,虫狩った？,0
18340.28,食べ物として言ったなｗ,0
18341.042,戸惑いがすごいwwww,1
18341.659,触る機会がw,1
18343.073,ザリガニ掴めるならいけるなw,1
18344.682,伊勢海老か？,0
18350.168,えびにげるやろ,0
18356.151,トンボとバッタ一緒に入れてたらバッタ食われてた,0
18357.848,甲殻類きた,0
18361.484,ザリガニいければいける,0
18378.419,海老は虫！,0
18389.67,確かに足やばい,0
18395.488,オケラわからないマ？,0
18395.734,そもそも生きてるえびは丸くないよ,0
18400.988,いい削り,0
18403.255,オケラは地面に潜ってるバッタに似ても似つかない虫,0
18406.394,オケラw,1
18406.945,ひなーのあつ森やってないんか,0
18424.103,エビって陸地で言うゴキブリらしいよ,0
18436.308,ナイスカバーすぎるw,1
18437.862,いいカバーきた,0
18437.691,おかぁさん,0
18439.28,:_nice:,0
18443.894,:_nice:,0
18445.475,:_nice::_nice:,0
18445.913,:_nice::_nice:,0
18446.946,:_nice:,0
18447.121,:_nice::_nice:,0
18448.229,どうぶつの森とかで冬に地面からジーって音するのはオケラやで,0
18448.276,:_nice::_nice:,0
18448.342,:_nice:,0
18448.939,:_nice::_nice:,0
18449.283,カバーあっつ,0
18449.734,:_nice:,0
18449.883,:_nice:,0
18453.681,ありぴカバー上手すぎんか？,0
18454.657,:_nice:お母さん,0
18455.33,カバーありがたい,0
18458.844,:_nice:,0
18460.088,カバーが厚いんだ,0
18462.344,デジスコのマスがいっちゃんエグい,0
18464.011,ないす,0
18465.756,ママー！,0
18476.874,つよ,0
18477.776,つよすぎわろた,0
18480.076,エグすぎんだろw,1
18480.143,だるまさんすごw,1
18488.678,つよい,0
18489.566,オケラはエビとヤゴとバッタを足して割る2したみたいなやつ,0
18489.815,ひとりソロいた,0
18495.265,サイヤ人おる,0
18497.016,繋がる心がだるまさんの力,0
18498.856,うまい,0
18500.88,俺たちはみんなで戦ってるんだ！(孤独),0
18503.343,当たる当たる,0
18514.064,よく当たることで,0
18520.719,wow,1
18525.51,あ,0
18525.864,ビックリした,0
18530.698,らっぐ,0
18530.827,ラグすぎだろwww,1
18532.23,ん？,0
18532.234,やってね？,0
18532.707,アークとピーキー？かな？,0
18533.322,グレ当たった？,0
18535.23,Cきた,0
18535.919,これもしかして、、、,0
18538.02,らっぐ,0
18541.337,らっぐい,0
18541.744,めっちゃラグいww,1
18541.917,ラグいだけ！？,0
18542.679,ラグい人？,0
18542.695,なんだあの動き？！,0
18543.671,らぐいやつ？,0
18545.233,クソラグさん？,0
18548.211,ラグいだけか,0
18554.178,c？,0
18557.327,めっちゃラグい,0
18559.24,えぐいほどラグい人かもねw,1
18559.734,瞬間移動してた,0
18559.746,こわ,0
18565.034,地球の裏側からきてる？,0
18566.869,アークは当たってたね。,0
18568.267,宮崎か？,0
18576.255,あったけぇ,0
18577.474,:_nice:,0
18577.466,ありがてぇ！！！,0
18581.488,ありがたい,0
18586.933,Cだったらグレ使わんか,0
18593.538,ありママあったけぇ,0
18597.575,www,1
18608.16,ひとし跳んだ？,0
18610.871,ラグすぎたのかwww,1
18611.271,ヒトシ飛んでったｗｗｗ,0
18612.857,いやアツい,0
18613.248,ありママァ,0
18613.817,これもママのおかげか,0
18637.906,すげえ名前のキルログあったがｗ,0
18643.503,ここで長期戦はまっずい,0
18647.851,ありさかさんそろそろ金ノック持ってそう:face_with_rolling_eyes:,1
18656.816,:_nice:,0
18657.033,さっとやりきりたい,0
18659.744,:_nice:,0
18660.342,ないす,0
18661.013,:_nice::_nice:,0
18661.334,:_nice:,0
18663.206,:_nice::_nice:,0
18663.862,:_nice::_nice:,0
18664.896,:_nice:,0
18667.154,:_nice::_nice:,0
18667.279,:_nice::_nice::_nice:,0
18667.725,:_nice::_nice:,0
18668.415,ないすぅ！！,0
18669.733,:_nice:,0
18670.844,:_nice::_nice:,0
18670.979,ないす,0
18671.604,:_nice::_nice::_nice:,0
18674.457,ナイス！！,0
18675.428,:_nice::_nice:,0
18675.999,:_nice::_nice:,0
18678.734,ｗｗｗｗｗ,0
18679.883,持ってるwwwwwwww,1
18680.147,ｗｗｗ,0
18680.497,www,1
18681.525,持ってたww,1
18681.867,ナイスゥ！,0
18682.327,すでに持ってたｗ,0
18682.565,すでに持ってて草,1
18682.831,既に持ってたw,1
18682.945,ｗｗｗｗｗ,0
18682.978,持ってたw,1
18685.496,もってたwwww,1
18686.128,既にwwwww,1
18686.658,もってたwww,1
18686.852,きたぁ！,0
18687.194,持ってるのかよｗｗｗｗｗｗｗｗｗｗ,0
18689.745,持ってるの草,1
18689.743,www,1
18690.066,もう持ってて草,1
18692,真似してるなぁｗ,0
18692.228,もってるww,1
18692.971,（でも好き）,0
18694.884,またw,1
18695.052,(でも好き),0
18697.632,草,1
18697.763,かわいいw,1
18699.301,もってるw,1
18700.948,すごいな毎回持ちよるw,1
18712.558,♡(でも好き),0
18713.316,（でも好き）,0
18718.28,なんですすめてるんwww,1
18719.916,めっちゃ求めるやんw,1
18724.829,どういうこと…,0
18724.914,欲しがってるwww,1
18727.2,www,1
18728.481,www,1
18729.334,wwww,1
18729.497,台パンか？w,1
18730.667,ｗｗｗｗ,0
18732.691,わかってる（わかってない）,0
18733.783,www,1
18737.977,ｗｗｗ,0
18739.94,欲しがってるwww,1
18741.255,新しいなww,1
18742.265,圧強いってwwwww,1
18743.101,www,1
18743.525,wwwwww,1
18743.784,熱がすごいw,1
18744.91,押しに弱いひなーのちゃん出とるｗ,0
18745.109,ｗｗｗｗ,0
18745.842,www,1
18746.257,お前が悪いんよｗｗｗ,0
18746.945,ｗｗｗ,0
18747.907,www,1
18748.285,wwwwwww,1
18749.349,何を言わせようとしてるんw,1
18753.039,腹痛いｗ,0
18753.12,ｗｗｗｗ,0
18753.699,出たw,1
18755.349,:_angry::_angry:,0
18755.26,:_くさぁ:,0
18755.439,tyannto,0
18756.646,言えたじゃねぇか…,0
18757.917,www,1
18758.094,何この茶番ww,1
18758.308,ｗｗｗｗ,0
18759.564,あおはるやな,0
18760.76,:_くさぁ:,0
18761.741,ｗｗｗ,0
18763.417,拍手w,1
18764.317,ブラボー,0
18765.574,:_くさぁ:,0
18766.194,ｗｗｗｗ,0
18767.546,おめでとう,0
18769.774,ちゃんと言えたじゃねぇか.......,0
18771.508,これで真のチームとしての完成やな,0
18773.062,何なんだこれww,1
18773.486,ぶっころすぞで褒められるw,1
18775.385,いいねぇ,0
18775.916,やっぱりこの2人に勝てるイメージわかねぇ…,0
18776.258,肉回えぐいw,1
18780.401,:_くさぁ::_くさぁ:,0
18791.699,Congratulation,0
18794.239,聞けてよかった.......,0
18803.937,作るしかない,0
18819.77,ワンチャンデカ肉ならある説ない？,0
18826.214,オクのパッシブで節約だねえ,0
18826.839,ナイス建直し！,0
18868.076,あなたつかれてるのよ,0
18869.862,敵（草）,1
18883.121,ありぴもダイヤまで？,0
18883.669,おじいちゃん…w,1
18884.244,www,1
18887.28,wwww,1
18887.458,ありぴ…,0
18890.985,キツそうw,1
18891.582,おじいちゃん…,0
18892.362,ありぴおじいちゃんが:_sad:,0
18901.636,ありぴw,1
18907.284,ありぴダイヤ耐久ま？,0
18936.634,ありぴダイヤはきついって,0
18941.285,おしい,0
18947.484,おきたてべいびーず？,0
18964.219,名前w,1
18969.318,名前wwww,1
18971.208,な、名前、えぐすぎw,1
18971.48,名前えぐい,0
18971.484,最低の名前すぎて草,1
18973.634,ｗｗｗ,0
18975.329,えぐいｗ,0
18975.596,漢のたたかい,0
18976.16,通報したくなる名前だな,0
18976.44,ゴミみたいな名前だなw,1
18978.638,名前酷すぎ,0
18984.311,触れてはいけませんw,1
18986.9,名前全員バケモンやん,0
18988.375,この時間キルログ癖強いな笑,1
18993.039,名前えんぐ,0
19000.36,名前最低だろ,0
19005.914,名前が最低すぎる,0
19006.451,うま,0
19010.268,うんま,0
19013.599,:_nice:,0
19014.477,こんどはだるまさんが金持ってたｗ,0
19016.395,www,1
19018.348,うま,0
19020.187,ｗｗｗｗｗ,0
19021.454,えっと、、、、,0
19023.948,レイスえっぐｗ,0
19024.293,配信者がスルーしとるんだからさ,0
19024.776,漢のたたかいおわり,0
19025.122,:_sad:,0
19028.814,こんひなー,0
19034.896,www,1
19035.666,wwww,1
19039.221,www,1
19039.613,:_sad:,0
19040.488,ファンか？,0
19046.335,ｗｗ,0
19047.517,あれだけ削られてもなおだるまさんの確キル取りに来てたぞｗ,0
19078.879,よう見たね,0
19082.474,よく気づいた,0
19093.279,:_nice:,0
19095.718,:_nice:,0
19096.36,ないすw,1
19096.928,:_nice::_nice:,0
19097.74,:_nice:,0
19099.764,:_nice:,0
19099.922,:_nice:,0
19100.042,フリーキルポいたｗ,0
19102.005,無慈悲www,1
19104.791,:_nice:,0
19104.998,:_nice:,0
19107.914,今のもぐら叩きみたいで笑った,1
19122.421,建て直し:_nice:,0
19128.406,小ジャン見てから余裕でした,0
19140.641,400必要だよ,0
19146.31,300じゃないの？,0
19146.381,200でも少ない,0
19150.032,ドンマイは草,1
19153.84,吐息いいね,0
19157.768,www,1
19164.45,:_はてな:,0
19164.54,それしぬいうことじゃｗ,0
19175.23,ライトアモ無い事が問題なのか弾ないと敵を倒したくなるのか…,0
19179.663,通はねwww,1
19180.624,通は違うわ,0
19182.883,:_nice:,0
19185.331,:_nice:,0
19187.416,:_nice::_nice:,0
19188.974,:_nice::_nice:,0
19189.252,:_nice::_nice::_nice:,0
19189.497,:_nice::_nice::_nice:,0
19189.777,:_nice:,0
19189.87,:_nice::_nice:,0
19189.909,:_nice:,0
19190.069,ないす,0
19190.459,ナイスゥ！,0
19191.71,:_nice:,0
19191.614,:_nice::_nice:,0
19192.738,:_nice:,0
19193.401,:_nice:,0
19193.439,ナイス反応:_nice:,0
19194.89,番宣？,0
19196.165,:_nice::_nice:,0
19196.801,:_nice::_nice:,0
19196.926,ナイスゥ！,0
19198.242,:_nice:,0
19199.852,:_nice::_nice:,0
19202.781,めっちゃライトもつやんｗ,0
19204.39,:_nice:,0
19205.711,:_nice::_nice:,0
19207.758,やばい,0
19208.947,弾補給できたw,1
19209.579,精神安定ライトアモ,0
19214.395,草,1
19221.923,何でも許せちゃうww,1
19228.071,弾数すんごいんだから,0
19249.669,ありぴ眠そうｗ,0
19250.624,ライトアモキメてけぇ,0
19261.785,ゼミでやったところ,0
19264.344,WWWWWWWW,1
19264.813,おったwwwwwwww,1
19266.768,いてもキレとる,0
19267.355,ほんとにいたw,1
19267.38,いたw,1
19267.787,いたｗｗｗｗｗｗｗ,0
19268.188,キレとるやんw,1
19268.163,おったwww,1
19268.463,www,1
19269.465,ｗｗｗｗｗ,0
19269.541,www,1
19269.603,www,1
19269.722,本当にいるじゃんｗｗｗｗ,0
19269.775,www,1
19270.055,ｗｗｗｗｗｗｗｗｗｗｗ,0
19271.058,ｗｗｗ,0
19271.315,おったw,1
19271.918,いたwww,1
19272.736,wwwwww,1
19273.328,wwwwwww,1
19273.76,居たけどキレたwww,1
19275.477,おるんやww,1
19276.158,www,1
19277.396,すげえww,1
19277.815,どのみちキレるw,1
19282.4,ｗｗｗ,0
19283.375,www,1
19290.725,だるまの沸点ミリ単位,0
19295.431,物資ｳﾏｰ,0
19297.997,これも場所が強いなぁ,0
19302.848,うまい,0
19307.325,うめ,0
19311.303,あてるよなーほんと,0
19314.502,うまいなぁ,0
19320.93,めちゃ削っていくぅ,0
19325.346,エイムめっちゃうっま,0
19328.258,当て感すご,0
19329.968,エイムすばらしい,0
19338.119,集中してる,0
19340.18,もう1パどこだ？,0
19343.202,:_nice:,0
19344.14,:_nice:,0
19352.69,おー－－－。タップストレイフ,0
19353.526,インファイトうっま,0
19364.083,ありぴぃぃぃぃぃ,0
19369.839,おしい,0
19369.981,あ…,0
19374.332,つええ！,0
19375.344,おしい,0
19376.485,よー当てる,0
19377.596,位置わる…,0
19394.394,受け取られてるのきつい,0
19396.469,きっつい,0
19399.969,おう、、、,0
19400.005,さすがにねｗ,0
19400.239,ないふぁい,0
19400.323,ないファイないファイ,0
19401.493,ないふぁい,0
19402.581,GG,0
19402.863,ないふぁい:_じーじー:,0
19403.156,ないふぁい！:_じーじー:,0
19403.564,ないふぁい,0
19403.719,ないふぁい！,0
19404.247,ガチでないふぁい:_じーじー:,0
19405.79,close! NF,0
19406.356,おしぃ,0
19406.69,nf :_じーじー:,0
19406.694,:_nice:２位,0
19407.959,ないふぁい,0
19408.747,ないふぁい:_じーじー:,0
19409.2,ないふぁい:_じーじー:,0
19409.146,さすがにｗｗ,0
19409.262,ないふぁい:_じーじー:,0
19410.613,おしい！！,0
19411.515,:_じーじー:,0
19411.668,ないふぁい:_じーじー:,0
19412.868,ないふぁい:_じーじー:,0
19412.787,ないふぁい:_じーじー:,0
19413.312,GG,0
19413.384,:_じーじー::_じーじー:,0
19414.21,DONMAI☆ナイファイ,0
19414.271,ないふぁい！,0
19414.453,うますぎだろ301,0
19415.33,ないふぁいGG,0
19416.659,ないふぁい:_じーじー:,0
19417.236,ないふぁい:_じーじー:,0
19418.151,ないふぁいｇｇ,0
19421.392,ないふぁい:_じーじー:,0
19422.735,ないふぁい:_じーじー:,0
19423.707,ないふがい:_じーじー:,0
19425.615,ないふぁい！,0
19430.425,ないふぁい,0
19431.229,反省できてえらい,0
19432.095,おしい！２位:_nice:,0
19433.133,Niceee,0
19434.926,ないふぁい:_じーじー:,0
19435.876,ないふぁい,0
19436.462,平坦なとこの1ｖ2ならまだ可能性あったけど。,0
19439.823,ダイヤ見えてきた,0
19442.181,ないふぁい！！:_じーじー:,0
19442.293,いってらっしゃい,0
19444.027,いてら,0
19444.343,いってらっしゃい,0
19445.204,いってらっしゃい,0
19445.454,いってらっしゃい,0
19445.599,いてらー,0
19449.147,いってらっしゃい,0
19452.201,きたーーー配信ジャック,0
19453.271,いってらっしゃい,0
19454.707,草,1
19455.648,いてら～,0
19455.955,いてら,0
19456.089,ありぴのじかんだあああああ,0
19456.264,いってらっしゃい,0
19456.785,ラジオきた？,0
19458.314,ありらじきちゃ,0
19460.401,草,1
