時間,コメント,ラベル,,,,
12478.91,コール大声でしてくれるからみんなも声でてきてた,0,,,,
12479.1,明日はいい日になるよね、葛太郎,0,,,,
12479.5,葛葉のコールで、水無瀬さんが動けて全体が良くなって見えたよ！,0,,,,
12479.54,コールよかった,0,,,,
12479.68,ゆうて雰囲気悪くならないのがいい,0,,,,
12480.16,葛葉のコールも間違いなく良かったし貢献できてるよ,0,,,,
12480.35,そだね,0,,,,
12480.47,ラプ様えぎ,0,,,,
12480.54,ラプラスが5倍くらい背中でかくなってる,0,,,,
12480.61,切り抜き見られてたね笑笑,0,,,,
12480.84,ノってくるとほんとに人変わったみたいになる,0,,,,
12481.16,マジで昨日と全然違った,0,,,,
12481.44,カルビほんとにコールしてスキル使ってた,0,,,,
12481.46,コール最高だった,0,,,,
12481.55,コールでみんなの目標が明確になったじゃない？,0,,,,
12481.74,葛葉のコールが早いから水無瀬くんも頭スッキリして修正とかすんなり決めれたんじゃないかな,0,,,,
12481.95,人数不利からでも巻き返せるようになってるし,0,,,,
12482.44,コールしながらそれができるから強いのでは？,0,,,,
12483.19,まじでみんな強くなってる,0,,,,
12483.37,かるび頑張ってた,0,,,,
12483.4,がんばってきたもんね,0,,,,
12483.41,チーム一丸で強い,0,,,,
12483.62,この三日間見るたびに見違えててすげー成長が見れた。本番ファイト,0,,,,
12484.01,かるびはマジで感動するレベルで成長してる,0,,,,
12484.6,女子三人に迷いがなくなった,0,,,,
12484.6,声の自信すごかった,0,,,,
12485.21,トン兄も嬉しいだろうね！,0,,,,
12485.26,かるび昨日と全然違う,0,,,,
12485.28,みんな成長してる,0,,,,
12485.39,役割の理解度上がってる感じ,0,,,,
12485.5,ティームで勝てればいいんだぞ,0,,,,
12485.82,成長してる,0,,,,
12486.2,コールがはっきりしてたから全体の意思統一ができてた,0,,,,
12486.46,めちゃくちゃ良かった,0,,,,
12486.52,コール良かった,0,,,,
12487.87,連携がちゃんと取れてた,0,,,,
12488.04,ぐちゃぐちゃになるの減ってた,0,,,,
12488.11,チームの安心感めっちゃ上がってる,0,,,,
12488.13,そうだね,0,,,,
12489.81,シンプルにかるびとラブさんがマジで良くなった,0,,,,
12490.18,葛葉のコールががちでよかったよ,0,,,,
12491.46,動きのキレが上がってた,0,,,,
12491.6,良かったね,0,,,,
12492.39,あかりんチームかなずなチームの二択やね,0,,,,
12492.37,攻めは特に個人個人の動きが良くなってる気がする,0,,,,
12492.71,ラプ様やばかったね今日,0,,,,
12493.09,葛葉ってみんないなくなると褒め出すのイケメンだわ,0,,,,
12493.19,ラプ様が暴れてるからもうtierとか関係なさそうだな,0,,,,
12493.42,ナイスティムだよ,0,,,,
12494.07,かるびのミスダンチで減ってる,0,,,,
12494.4,かるびびっくり,0,,,,
12494.7,かるび選手の成長に涙した,0,,,,
12494.72,決断できた時のティムは強いぞ,0,,,,
12494.73,たよってけー,0,,,,
12494.85,その分味方がカバーしてくれてたやん,0,,,,
12495.69,ABOがモク中ジャッジしてこなかったのが本番のために溜めてそう,0,,,,
12496.32,カバーが増えたよね,0,,,,
12498.37,みんな上手くなってるね,0,,,,
12499.88,チームで勝つこと優先して偉かった！,0,,,,
12500.06,自分に厳しすぎてわろた,0,,,,
12500.61,でもフィジ背負おうとしてるのは感じたけどな,0,,,,
12501.4,あかりんチームが全勝？,0,,,,
12503.13,明日は勝てる,0,,,,
12503.1,葛葉個人の力よりも全体のバフが勝ったってことでしょ,0,,,,
12503.2,ラプラスさん凄かったな今日,0,,,,
12503.3,声掛けしなくてもそれぞれが動き共有出来てて立ち位置守れてた感ある,0,,,,
12503.49,みんな成長してる,0,,,,
12503.73,チームメンバー全員が成長してる！,0,,,,
12503.94,優勝しましょう！良かったー！,0,,,,
12504.53,みんなフィジカル強かったー,0,,,,
12504.67,最協って感じだ,0,,,,
12505.16,切り抜き観られてたの草だったな,0,,,,
12505.34,コール入れることで全体力の底上げは確実にできてる,0,,,,
12505.36,ふむふむ,0,,,,
12506.01,コールにリソース割かれてるし難しそう,0,,,,
12506.07,背負いすぎないで、チームメンバーみんなめっちゃ強いんだから,0,,,,
12506.17,水無瀬さんの肩の力が抜けて良かった,0,,,,
12506.23,良いことだよみんな強いってことじゃん,0,,,,
12506.26,慌てなければ目の前は処理できる実力あるんだろうね,0,,,,
12506.48,てぃーむでささえあってていいのよ,0,,,,
12506.52,でも葛葉のIGL刺さったと思う,0,,,,
12506.56,ラプ様の成長が本当にすごい,0,,,,
12507.69,戦いとコールの質あがりすぎててビビったよ,0,,,,
12508.06,今日は判断が早かったと思う,0,,,,
12510.01,かるびとラプ様の成長は本当にすごいよ,0,,,,
12510.25,だいぶ頑張ってたけどもね,0,,,,
12511.38,かるび水無瀬がよかった,0,,,,
12511.92,聞き取りやすいよ,0,,,,
12512.19,今日は潔 みたいな立ち位置だった,0,,,,
12512.42,チームの方針が決まったらみんな行動できるんじゃない？,0,,,,
12512.95,あとはコーチが喋らないでどこまでやれるかよね,0,,,,
12513.22,コールしながらはどうしてもエイム下がるよ,0,,,,
12513.31,喋ってるとそれがね,0,,,,
12513.61,最後の情報整理コールも最高だった！,0,,,,
12513.87,それでも昨日より強かったよ,0,,,,
12514.15,20チャレ自然に達成,0,,,,
12514.34,そりゃ脳みそ一個だもん,0,,,,
12514.54,十分強かったよ,0,,,,
12515.26,一人で勝てるゲームだけど、みんなで勝てるゲームでもあるよ,0,,,,
12515.49,声出してるとアガるけど、良し悪しだよね,0,,,,
12515.58,結構多かったねー,0,,,,
12515.89,その分声出しがチームの力になってる,0,,,,
12517.83,マジでコールしてるとエイムブレるのあるある,0,,,,
12520.59,明日のかるびガチャ次第か,0,,,,
12521.37,水無瀬くんときゅぴさんの声聞きたいね,0,,,,
12521.47,とんにいのIGL、声が落ち着いてるよね,0,,,,
12521.53,落ちてもカバーしてくれてるから,0,,,,
12521.75,らぷらすだーくねすつよすぎee,0,,,,
12522.35,冷静に見えるよ,0,,,,
12523.07,葛葉焦っててもコールできてるのすごいわ,0,,,,
12523.47,でも葛葉の声出し効いてるからいいんだよ,0,,,,
12523.72,そこをカバーしてくれるてぃむがいる,0,,,,
12524,がんばれ、応援してるわ,0,,,,
12524.55,ソースとカルビ覚醒してたね,0,,,,
12524.94,ヨルでスキル刺さった後のエイムが終わってはいた,0,,,,
12525.5,みんなが成長してて涙出る,0,,,,
12525.99,かるびがレオン代表並みのプログラミングを施されててビックリした,0,,,,
12526.23,チームで勝てればOKでしょう,0,,,,
12526.46,サイコロチームじゃ無くなったな,0,,,,
12526.48,焦ってると余計にスキル確認しなくなってたよ,0,,,,
12526.64,このチームはシンプルになればなるほどクソ強い,0,,,,
12527.76,明日優勝しよう！絶対いける！,0,,,,
12528.27,足並みって大事だわ,0,,,,
12528.44,ラプ様とかるびの成長凄い,0,,,,
12530.43,本番でデュエリストを背負え,0,,,,
12530.61,本当に強かった,0,,,,
12530.66,チーム最協ってことや,0,,,,
12530.75,勝負強いのいーね,0,,,,
12531.06,リソースが他に割かれるからしゃーない,0,,,,
12531.86,がんばれや！,0,,,,
12532.32,葛葉声出ししてるとみなーちぇの動き良くなってた気がする,0,,,,
12532.34,強かったね,0,,,,
12532.6,初IGLだったし上出来よ,0,,,,
12532.63,葛葉の声で皆、動けてるのあるよ,0,,,,
12533.78,必要なのは声出し要員だったか,0,,,,
12534.25,スクリムどことやれてないんだ？,0,,,,
12534.84,乗るとマジで勝てる,0,,,,
12535.66,その分メンバーが打ってくれるから𝑨𝒍𝒍 𝑶𝑲,0,,,,
12536.64,葛葉さんガチで頑張ってる,0,,,,
12537,ラプ様どんどん上手くなるのすごい流石ホロ総帥,0,,,,
12537.3,今日の最後2戦やりたいことちゃんと押し付けられてる感じあったよ,0,,,,
12537.49,こういうゲームだから,0,,,,
12537.91,5割はあるだろ,0,,,,
12538.08,切り抜かれるよ,0,,,,
12539.25,水無瀬くんの火力の方がまぁティア的にもあるわけだし大丈夫,0,,,,
12539.42,声出るようになって覇気が出てた,0,,,,
12539.58,もうちょっと自分の頑張りを褒めてくれ,0,,,,
12540.02,ここ切り抜き,0,,,,
12540.27,ラプ様えぐかった,0,,,,
12540.45,オールインするんだろうが,0,,,,
12540.59,もっと増やせｗ,0,,,,
12541.17,まぁまぁ,0,,,,
12541.37,４割とか余裕じゃん,0,,,,
12542.14,4割はガチャなら当たる！,0,,,,
12542.18,皆強いしそこはカバーしてくれるって信じていいんじゃない？,0,,,,
12542.41,こーれ切り抜きです,0,,,,
12542.73,ラプ様の強さにびびった,0,,,,
12543.12,あれ4…？,0,,,,
12543.37,みんなフィジカル強いんよ,0,,,,
12543.4,もっとあるよ,0,,,,
12543.58,昨日よりめっちゃ良くなってる,0,,,,
12543.9,葛葉たちが仕掛ける側になってめっちゃペース崩させてた,0,,,,
12544.02,お、切り抜かれます,0,,,,
12544.33,1割でつか,0,,,,
12544.31,水無瀬くんの負担減らしたのでかい,0,,,,
12544.67,いーやもっとあるね,0,,,,
12544.91,こるちにエイム終わった時どうしたらいいか聞いてみるといいかもね,0,,,,
12545.13,ほんとによかった,0,,,,
12545.54,葛葉のヨル戻ってきてワクワクしたわ,0,,,,
12545.66,４割なら全然ある,0,,,,
12545.71,もっとじゃない？,0,,,,
12545.87,あるね,0,,,,
12546.01,こーれ見られます,0,,,,
12546.28,最「協」だから！,0,,,,
12546.32,4割かよww,0,,,,
12546.51,切り抜くのやめてね,0,,,,
12546.63,いけるよ！,0,,,,
12546.68,これ切り抜きです,0,,,,
12548.21,もっと上がった気もする！,0,,,,
12549.45,8割あるよ,0,,,,
12549.77,6割位あるっしょ,0,,,,
12550.38,葛葉がコールしてて動きやすそうだったよ,0,,,,
12551.05,7はある,0,,,,
12551.31,葛葉がそれを5割にする,0,,,,
12551.45,切り抜かれるよww,0,,,,
12551.88,葛葉が打ち勝てれば7割ぐらいまで行けそう,0,,,,
12552.01,こーれ切り抜き,0,,,,
12552.03,後手にまわったときがガチでひどいんで攻め続けないとね,0,,,,
12552.51,12位の戒め,0,,,,
12553.03,葛葉の戦略提案良かったぞ,0,,,,
12553.25,ここ切り抜きです,0,,,,
12553.32,5はあるやろ,0,,,,
12553.47,はい切り抜き,0,,,,
12553.56,7割やな,0,,,,
12553.59,5割はいっただろ,0,,,,
12553.6,本番はまじメンタルゲー,0,,,,
12553.7,それでけえよ,0,,,,
12553.79,みなせ君が今までキャパオーバーで機能してなかったけど葛葉のおかげで余裕出てたよ,0,,,,
12553.84,4.6はあった,0,,,,
12553.93,100って言っとこう,0,,,,
12554.21,このチームはキャリーするよりチームで勝つ方がいいと思った,0,,,,
12554.66,切り抜かれるぞ,0,,,,
12555.58,下振れでなければ勝てる,0,,,,
12556.02,こーれ切り抜きです,0,,,,
12557.67,もう本番しかないからおごっていけ,0,,,,
12557.72,本番は緊張もあるしねぇ,0,,,,
12558.33,こーれ切り抜かれます,0,,,,
12558.57,切り抜かれます,0,,,,
12558.75,チームで戦ってるって感じする,0,,,,
12559.3,こーれ見られてます,0,,,,
12560.4,葛葉が喋ってくれる分みんな集中できるよ,0,,,,
12560.56,4割に進化した,0,,,,
12560.64,ローレンさんは異次元w,0,,,,
12560.96,堅実にな,0,,,,
12561.27,本来はその辺を分担できればいいんだけど,0,,,,
12561.72,4割で留めておくか,0,,,,
12561.75,挫折パートは終わりだ！,0,,,,
12561.89,驕らず自信もってけ,0,,,,
12562.09,楽しんで欲しいね,0,,,,
12562.08,葛葉はリソース増えたからエイムちょいさがるのしゃーない,0,,,,
12562.42,正味葛葉とかるびのエイムにかかってるまである,0,,,,
12563.15,驕りすぎず慎重に勝ちたいね,0,,,,
12563.67,マジでコールすごかったし、そのおかげで水無瀬さんのパフォーマンスも上がってた気がするよ,0,,,,
12563.98,油断しないで本気出すだけ,0,,,,
12564.03,冷静に行こ,0,,,,
12564.14,兜の緒は締めたままね,0,,,,
12564.22,慎重くらいがいいか,0,,,,
12564.28,バケモノねw,0,,,,
12564.37,ロレは強いねーー,0,,,,
12564.38,6くらいあっても良くない？,0,,,,
12564.53,おごらず優勝してくれ,0,,,,
12565.08,ローレンチームに勝てたのはでかいよ,0,,,,
12565.26,5:5でも割りのいい賭けだからね,0,,,,
12566.13,4割はほぼ当たるやん,0,,,,
12566.12,でも勝ったんだよな,0,,,,
12566.21,強かったね,0,,,,
12566.42,その分コールでめっちゃ連携取れてたから何ならここからエイムも良くなったら優勝しか見えん,0,,,,
12568.07,ロレ強いよねえ,0,,,,
12568.1,背負い投げしまくってたね,0,,,,
12568.47,きっとBO1が味方してくれる,0,,,,
12568.65,流石に強いよ,0,,,,
12569.1,ロレは規格外よね,0,,,,
12570.28,マジでラスボスだな,0,,,,
12570.52,あいつは仕方ないwバケモンや,0,,,,
12571.1,ラスボスも強かったねぇ,0,,,,
12571.27,ばけもの 言われてたのおもろかった,0,,,,
12571.45,いろ4えすさんね,0,,,,
12571.93,芋だから当たり前,0,,,,
12572.31,葛葉もどんどん強くなった,0,,,,
12572.44,それでもチームなら勝てる,0,,,,
12573.54,iro4sさんは只者じゃなかった,0,,,,
12573.59,ラスボスしてたね,0,,,,
12573.73,ロレ背負ってる,0,,,,
12573.76,怪物だよｗ,0,,,,
12574.02,ラスボスは固まって潰す,0,,,,
12574.02,まじで化け物だった,0,,,,
12574.06,ロレが強いのなんてわかってた事や,0,,,,
12574.08,想像してたよりは壊されなかった,0,,,,
12574.09,途中からバケモノ呼びになってたのクソワロタ,0,,,,
12574.11,ポテンシャルが異次元,0,,,,
12574.19,ローレンさんは流石にリーダー枠って感じだったね,0,,,,
12574.44,ラスボスだもんね,0,,,,
12574.69,ローレンチームにはバインドめっちゃ警戒されるぞ多分、Bロンとか,0,,,,
12575.09,ラスボスだね〜,0,,,,
12576.58,あれ意味わかんねーや,0,,,,
12576.61,つよいよねぇ,0,,,,
12577.09,iro4sさんね,0,,,,
12577.23,でもローレン最後シナシナだったw,0,,,,
12577.32,でもチームで勝ってる,0,,,,
12577.66,やっぱ強くてかっけぇよなローレン,0,,,,
12577.95,ティームいいなあ,0,,,,
12578.14,彼やばいです,0,,,,
12578.36,まじつよかった,0,,,,
12578.44,ろ、れさん,0,,,,
12578.46,ひとりだけCRカップだったなww,0,,,,
12578.69,あいつぁバケモンだ,0,,,,
12578.9,彼は強かったね！みんなで勝てたのホントあつすぎた,0,,,,
12578.99,こーれバレます,0,,,,
12579.18,ロレモンつえ〜,0,,,,
12579.25,ローレンやばかった,0,,,,
12579.3,ろれまじで強い,0,,,,
12579.34,バケモノって呼ばれてたの笑ったｗ,0,,,,
12579.97,強かったね〜,0,,,,
12580.41,こっち5でもローレンいるとまだ怖い…,0,,,,
12580.75,ﾊﾞｹﾓﾝで草,0,,,,
12580.82,まぁチームで倒せてたから全然いいっしょ気にしなくて,0,,,,
12581.31,破壊されてる場面あったね,0,,,,
12581.52,ラズさんですらIGLしたら弱くなるのに,0,,,,
12582.96,君も強いんよ,0,,,,
12583.25,みんなでやっちゃえばいい,0,,,,
12583.25,スクリムの呪い発動しませんようにーー,0,,,,
12583.51,葛葉は、声出したのめちゃくちゃいいよ,0,,,,
12583.73,お化けだったね,0,,,,
12584.29,個人的にこのチームはいわゆるメタ構成じゃないから相手が対策しきれないかもな〜とは思いました,0,,,,
12584.27,ろれさんえぐいてぇ,0,,,,
12585.29,ラスボスだのバケモノだの,0,,,,
12585.89,今日はたくさん寝て明日頑張ってね,0,,,,
12586.4,トーナメント表はよ見たいな,0,,,,
12586.53,1人だけ強いより5人で強いのがいいよぉ,0,,,,
12586.91,葛葉さんもかっこよかったです,0,,,,
12587.18,もう一旦全力出すだけや！,0,,,,
12587.52,まあ本番の魔物いますからね,0,,,,
12587.76,ロレも背負ってるからな,0,,,,
12588.97,まじ強い,0,,,,
12589.54,あかりんも超強い,0,,,,
12589.58,V最ヴァロ初代優勝頂こう！,0,,,,
12589.7,勢い押し付けられれば,0,,,,
12589.72,0.4の三乗で優勝,0,,,,
12590.16,ﾗｽﾎﾞｽこえ,0,,,,
12590.21,ありゃ怪物よ,0,,,,
12592.26,バケモノ呼びおもろかったわ,0,,,,
12592.23,おごるくらいが丁度いい,0,,,,
12594.11,流石にね,0,,,,
12594.28,バケモノ言ってて笑った,0,,,,
12594.28,バケモノ呼ばれてたね,0,,,,
12594.53,明日蜻蛉軍団の優勝見れますように,0,,,,
12596.26,あいつつえーよ,0,,,,
12596.27,エグかった,0,,,,
12596.4,ラスボスは数で捻り潰せ,0,,,,
12596.97,ヨンスさん,0,,,,
12597.16,ローレンかなとにフラッシュ持たせたらそら強いよ,0,,,,
12597.96,ロレではあるよ,0,,,,
12598.23,エキシビションvsローレン,0,,,,
12598.3,頭クソでかいしエイムバチバチやしね,0,,,,
12598.69,正直ローレンの壁は高い…,0,,,,
12598.94,ラスボス怖いね,0,,,,
12599.06,化け物って呼ばれてたねｗ,0,,,,
12599.12,ひばも上手いね,0,,,,
12599.18,バケモノ呼びされてておもろかった,0,,,,
12599.24,ラスボスさん,0,,,,
12599.47,ローレンはバケモノ,0,,,,
12599.41,バケモノさんね,0,,,,
12599.7,ヘイブンモク前で一人で突っ立てんの怖すぎた,0,,,,
12600.19,ラスボス扱いクソ笑った,0,,,,
12600.32,スゴいなぁ,0,,,,
12600.82,スクリム3日目個人成績2位らしいぞ,0,,,,
12601.09,iro4sさん…,0,,,,
12601.56,エコでもシェリフでバカスカ倒してくるのはさすがに恐怖,0,,,,
12601.67,化け物って呼ばれてたねw,0,,,,
12601.71,まるでプロ,0,,,,
12601.93,バケモノ,0,,,,
12602,それぐらいの脅威度よな,0,,,,
12602.55,うまいからねえ,0,,,,
12603.19,ほんとそうｗｗ,0,,,,
12603.61,わかるわ,0,,,,
12603.67,そこまでか,0,,,,
12603.75,いろ4すさん,0,,,,
12603.99,ふむ〜,0,,,,
12604.18,ラスボス,0,,,,
12604.2,でもチームで勝てたから！,0,,,,
12605.06,ロックマンは雑魚だったのによ,0,,,,
12605.49,それぐらい圧ある,0,,,,
12605.51,チームで強さが大事だから,0,,,,
12606.08,フィジカルつよすんぎ,0,,,,
12606.13,でも勝ってるし,0,,,,
12606.59,３vs 6 まである,0,,,,
12607.5,まぁ実際そんな感じあるよね,0,,,,
12608.69,みんなで行きたいね,0,,,,
12608.89,負けてたりすると前目にぐんぐん来るの怖いね,0,,,,
12608.98,そもそもトーナメントで当たるんか？,0,,,,
12609,いろ4すさん…,0,,,,
12610.01,あかりんさんのとこもっと強いんかな？,0,,,,
12610.73,ハンドガン取られたやつやばかったな,0,,,,
12611.14,ちゃんと数でつぶしたいねぇ,0,,,,
12611.21,カバーし合うの意識だね,0,,,,
12611.89,バケモン呼びされてたの笑っちゃった,0,,,,
12611.89,最後はもうバケモノよびだった,0,,,,
12612.04,だとした、5対7やってて笑う,0,,,,
12612.17,みんなで戦えてたから勝てたな,0,,,,
12612.15,まじで魔王,0,,,,
12612.48,ばけものだ,0,,,,
12612.64,まじでつよいねぇ,0,,,,
12612.65,でも勝つために人集めたチームに勝ったんでしょ？,0,,,,
12612.82,みんなで狩ろう,0,,,,
12612.94,こわいね,0,,,,
12613.03,ラプ様バケモノ呼びしてた,0,,,,
12613.35,いつ潰されてもおかしくなかった,0,,,,
12613.36,のせさんデコイにしてスカイで3人抜いてたな,0,,,,
12613.72,ロレえぐい,0,,,,
12613.92,相手7人やん,0,,,,
12613.97,BO1、何が起こるかわからんすぎるw,0,,,,
12614.48,BO1の魔物を味方につけられるか,0,,,,
12615.12,全く優位に感じないよな,0,,,,
12616.55,1人だけ圧が違うよね,0,,,,
12617.13,怖かったねローレン,0,,,,
12617.71,途中バケモノよびだったし,0,,,,
12617.85,まーじでつよい！,0,,,,
12618.05,ショックダーツで一人持ってくとこ流石にうますぎた,0,,,,
12618.19,かるびちゃんぶつけてワンチャン,0,,,,
12618.19,葛葉頑張ってくれ！,0,,,,
12618.67,ロレもめちゃくちゃ背負ってそうだから怖いな,0,,,,
12618.8,でも勝ったんだよな,0,,,,
12619.65,マジで明日行ける,0,,,,
12620.89,5vs7,0,,,,
12621.54,頑張ってるよーみんなほんと,0,,,,
12621.64,みんな成長えぐい,0,,,,
12622.95,最適解をチームみんなで探せてるのがすごいよ,0,,,,
12623.47,でも守りに入っても弱くなるし格上の練習相手に善戦したみたいな下剋上精神がいいのかもしれない,0,,,,
12623.68,ローレンランクで言うとどのくらいあるんだろう,0,,,,
12623.89,最初に潰せたら勝機来たって感じする,0,,,,
12624.04,いい練習したんすねぇ,0,,,,
12624.46,凄い良かったよ,0,,,,
12625.77,彼も努力の漢だもんな,0,,,,
12626.45,実質8vs5ってこと！？,0,,,,
12627.3,つよいわ,0,,,,
12627.33,いい練習だったんだねぇ！,0,,,,
12627.54,強気で行けば負けてないよ,0,,,,
12628.05,バケモン呼び笑った,0,,,,
12628.23,お前の頭脳もバケモノだよ,0,,,,
12628.28,ロレと当たるまでは負けられんな,0,,,,
12628.45,そういう時めっちゃ嬉しいですよね,0,,,,
12629.88,最協してた,0,,,,
12630.27,6人みんなの力,0,,,,
12630.65,昼から練習ほんと凄いわ,0,,,,
12631.73,バケモンいるから逆行こう！刺さってた,0,,,,
12632.62,うちのチームWピーク苦手だから1v1 3回やってるんよね,0,,,,
12633.02,チームで戦って勝つのや,0,,,,
12633.76,かるびがカルビに似てる人になってた,0,,,,
12633.96,あだ名バケモノだったもんなww,0,,,,
12634.07,お昼から頑張ってたんだね,0,,,,
12634.37,存在は圧みたいなもん,0,,,,
12634.6,良い師をもったな,0,,,,
12634.76,ローレン最初にやるだけで向こうの勢いだいぶ無くなるw,0,,,,
12635.07,ヨル刺さってて面白かった,0,,,,
12635.09,コーチ徹夜だったらしいね,0,,,,
12636.07,明日も応援します,0,,,,
12636.54,葛葉も強いんよ,0,,,,
12638.11,ﾊﾞｹﾓﾝ呼びﾜﾛﾀ,0,,,,
12640.28,みんな頑張ってるのが伝わる,0,,,,
12640.43,3位おめでとう,0,,,,
12641.87,5時間半の練習はそりゃ効きます,0,,,,
12642.06,かるびに何教えてあんなんなったん？びっくりしたけど,0,,,,
12642.12,かるびもテンパらなければ強いしな,0,,,,
12643.62,KJだった,0,,,,
12644.28,あかりんの所はしのみやがいるのがヤバい,0,,,,
12645.03,自信にすればいい,0,,,,
12645.14,チームで勝った方が強いんやで,0,,,,
12645.51,インテリギャル,0,,,,
12645.71,チーム力で勝てるチームよここは,0,,,,
12645.94,かるびちゃんの成長が凄かった,0,,,,
12645.95,きゅぴちゃん頭いいよね,0,,,,
12646.08,今日の結果で対策されそう…,0,,,,
12646.42,いいチーム,0,,,,
12646.59,明日もきっといけるよ！がんばれ！,0,,,,
12646.7,まじでえらい動きしてる,0,,,,
12646.76,頭のいいギャルｙｓね,0,,,,
12646.97,みんな頑張ってるから明日楽しんでほしい,0,,,,
12647.47,昼から練習してるの偉すぎ,0,,,,
12647.5,あれ凄かったね,0,,,,
12647.59,本番までにより良い睡眠をとったチームが勝つ,0,,,,
12648.24,昼に、本当にいい練習ができたんだねー！,0,,,,
12648.78,あれあつかった,0,,,,
12649.75,かっこよかった,0,,,,
12649.84,きゅぴちは天才よ,0,,,,
12649.93,すごかったね,0,,,,
12651.19,きゅぴちのあれ熱かった,0,,,,
12651.84,きゅーぴーこーわさん,0,,,,
12651.96,きゅぴちあつかったね,0,,,,
12652.11,バケモノ倒したー！ってラプ様らかわいかったw,0,,,,
12652.18,あれ凄かったなぁ,0,,,,
12653.42,あれ天才だった,0,,,,
12653.58,ぶいすぽで一番頭いいからな,0,,,,
12653.77,KJって感じ！,0,,,,
12653.85,激熱やった,0,,,,
12653.93,皆様向上心があってすごく良いチームです,0,,,,
12654.15,きゅぴさんも理詰めすごそう,0,,,,
12654.67,きゅぴさんめっちゃいいとこいてくれる,0,,,,
12656.14,あつかった,0,,,,
12656.39,あれ凄かった,0,,,,
12656.43,全員にワンチャンあるの良いチーム,0,,,,
12657.13,冷静だったね,0,,,,
12658.16,一旦ママ頼りになるか,0,,,,
12658.44,天才だった,0,,,,
12659.2,熱かったー！,0,,,,
12659.65,あれは半端なかったわ,0,,,,
12659.63,ママ、エグかった,0,,,,
12659.7,のびのび戦えてた感じはした,0,,,,
12659.77,わかる,0,,,,
12660.02,きゅぴさん、マジ周り見えてるよね,0,,,,
12660.29,あれマジできゅぴち頭でかかった！,0,,,,
12660.52,ママの母性感じたな,0,,,,
12660.59,熱かった！,0,,,,
12660.61,キルジョイらしさ出てた,0,,,,
12661.28,きゅぴさんまじでゲームIQ高いよな,0,,,,
12661.89,ヨルが世界を変えた,0,,,,
12663.47,あれ凄い,0,,,,
12663.89,高偏差値ギャル,0,,,,
12663.99,ラプラスさんの成長がえぐすぎるわ,0,,,,
12664.49,成功体験でいいイメージつけれたの良いな,0,,,,
12665.68,きゅぴちゃんかっこよかったな〜,0,,,,
12666.24,凄かったな,0,,,,
12666.43,あれは激アツ,0,,,,
12667.42,クラッチクイーン２人おる,0,,,,
12667.75,かるび選手めっちゃよかったねー,0,,,,
12669.76,バインド構成と結構舵切ったよね,0,,,,
12670.69,今日はカルビにも要求できてたよ,0,,,,
12672.53,コーチ寝ずにセット考えてくれてたらしい,0,,,,
12673.61,勉強できるタイプのギャル,0,,,,
12674.71,Cで裏取りして1vs4クラッチしたのも流石に震えた,0,,,,
12675.61,スタンかなり温存してたね,0,,,,
12675.87,あれ元々1v4だったしな〜,0,,,,
12677.6,時間が過ぎるの早いねー,0,,,,
12678.74,ビリギャルか,0,,,,
12680.82,ラーク上手い人立ち回り上手いよな,0,,,,
12681.1,Bフェイク多かったねえ,0,,,,
12681.15,頭脳明晰なギャル,0,,,,
12681.89,かるびちゃんもめっちゃ成長してた〜,0,,,,
12682.06,学力テストも上位です,0,,,,
12685.63,明日どこと当たるか分かんないからね〜,0,,,,
12686.56,あとモク中のABOな,0,,,,
12686.73,凄すぎる本当に,0,,,,
12686.95,もう、スクリム見てたら泣けてきた,0,,,,
12687.1,激アツだった,0,,,,
12687.29,ビリギャルの説ある,0,,,,
12687.43,母はつよし 父はたけし,0,,,,
12687.7,のせさんのクラッチも怖かった,0,,,,
12687.76,ビリギャルうおお,0,,,,
12688.04,トナメはどうやって決まる感じですか？,0,,,,
12688.07,葛葉的にはティームは同じ方向向けてた？,0,,,,
12689.39,まじでビリギャルｗｗ,0,,,,
12689.33,東大ギャルだたな,0,,,,
12690.09,ビリギャルww,0,,,,
12690.54,東大合格か,0,,,,
12692,ギャル頭良くて強い,0,,,,
12693.31,過言のようで過言じゃない,0,,,,
12695.52,ビリギャルか,0,,,,
12695.8,てぃむ,0,,,,
12696.53,チームだねー,0,,,,
12697.43,いいチームだよ,0,,,,
12698.07,頭脳キャラ,0,,,,
12698.32,きゅぴさんはもともとインテリ,0,,,,
12698.39,とんぼコーチすごくないかこれ,0,,,,
12699.39,ほんといいチームだ！,0,,,,
12699.61,そうだね,0,,,,
12699.95,ティームだったね,0,,,,
12700.52,本番も強気なIGL頼んだ,0,,,,
12700.49,チームやん,0,,,,
12701.6,いいチーム,0,,,,
12702.94,チームで勝ってる,0,,,,
12703.01,バランスいいね,0,,,,
12703.01,最協ですな,0,,,,
12703.4,それがめちゃくちゃよかったね,0,,,,
12703.62,トップギャル,0,,,,
12703.8,ほんまにそれ,0,,,,
12703.82,良いチームじゃん！,0,,,,
12703.98,みんないいとこがあって、みんなが光ってたよ、今日。,0,,,,
12704.17,リーダーもいいねぇ,0,,,,
12704.28,いい感じだったね,0,,,,
12704.49,明日全員の同時覚醒で奇跡おきてくれ〜！,0,,,,
12704.56,最協やね,0,,,,
12704.6,まじで支えあってた,0,,,,
12705.7,最協よ,0,,,,
12705.92,水無瀬くんサブIGLとかの方が向いてそうね,0,,,,
12706.25,マジで葛葉と水無瀬さんのやり取りアツい,0,,,,
